단품코드,항만_재고,부평_재고,내부창고_합계
SPMZF49G5059095,0,8,8
SPMZF49G5060085,0,18,18
SPMZF49G5060090,0,20,20
SPMZF49G5060095,0,4,4
SPMZF49G50AA085,0,22,22
SPMZF49G50AA090,0,18,18
SPMZF49G50AA095,0,4,4
SPMZF49G5560085,0,10,10
SPMZF49G5560090,0,4,4
SPMZF49G5560095,0,2,2
SPMZF49G5585085,0,6,6
SPMZF49G5585090,0,6,6
SPMZF4TC0119090,0,80,80
SPMZF4TC0119095,0,128,128
SPMZF4TC0119100,0,174,174
SPMZF4TC0119105,0,70,70
SPMZF4TC0149090,0,60,60
SPMZF4TC0149095,0,100,100
SPMZF4TC0149100,0,106,106
SPMZF4TC0149105,0,74,74
SPMZF4TC0185090,0,50,50
SPMZF4TC0185095,0,82,82
SPMZF4TC0185100,0,112,112
SPMZF4TC0185105,0,76,76
SPMZF4TC0219090,0,4,4
SPMZF4TC0219095,0,10,10
SPMZF4TC0219100,0,6,6
SPMZF4TC0219105,0,4,4
SPMZF4TC0219110,0,2,2
SPMZF4TC0229090,0,2,2
SPMZF4TC0229105,0,2,2
SPMZF4TC0236105,0,2,2
SPMZF4TC0237090,0,12,12
SPMZF4TC0237095,0,6,6
SPMZF4TC0237100,0,6,6
SPMZF4TC0259105,0,2,2
SPMZF4TC0260085,0,2,2
SPMZF4TC0260090,0,2,2
SPMZF4TC0260095,0,4,4
SPMZF4TC0260100,0,4,4
SPMZF4TC0260105,0,2,2
SPMZF4TC0260110,0,6,6
SPMZF4TC02AA090,0,12,12
SPMZF4TC02AA095,0,4,4
SPMZF4TC02AA100,0,2,2
SPMZF4TC02AC090,0,12,12
SPMZF4TC02AC095,0,2,2
SPMZF4TC02AC100,0,4,4
SPMZF4TC02AC110,0,2,2
SPMZF4TC9015999,0,4,4
SPMZF4TC9039999,0,6,6
SPMZF4TC9085999,0,8,8
SPMZF4TG3126085,0,162,162
SPMZF4TG3126090,0,194,194
SPMZF4TG3126095,0,182,182
SPMZF4TG3139085,0,150,150
SPMZF4TG3139090,0,140,140
SPMZF4TG3139095,0,168,168
SPMZF4TG31BU085,0,16,16
SPMZF4TG31BU090,0,28,28
SPMZF4TG31BU095,0,16,16
SPMZF4TGY227090,0,2,2
SPMZF4TGY260085,0,2,2
SPMZF4TGY260090,0,2,2
SPMZF4TGY285090,0,16,16
SPMZF4TKU119110,0,84,84
SPMZF4TKU119120,0,76,76
SPMZF4TKU119130,0,52,52
SPMZF4TKU119140,0,76,76
SPMZF4TKU119150,0,48,48
SPMZF4TKU119160,0,38,38
SPMZF4TKU150110,0,96,96
SPMZF4TKU150120,0,50,50
SPMZF4TKU150130,0,162,162
SPMZF4TKU150140,0,218,218
SPMZF4TKU150150,0,240,240
SPMZF4TKU150160,0,84,84
SPMZF4TKU176110,0,108,108
SPMZF4TKU176120,0,60,60
SPMZF4TKU176130,0,138,138
SPMZF4TKU176140,0,130,130
SPMZF4TKU176150,0,98,98
SPMZF4TKU176160,0,52,52
SPMZF4TKU1AC110,0,32,32
SPMZF4TKU1AC120,0,36,36
SPMZF4TKU1AC130,0,28,28
SPMZF4TKU1AC140,0,20,20
SPMZF4TKU1AC150,0,16,16
SPMZF4TKU1AC160,0,18,18
SPMZF4TKU215120,0,98,98
SPMZF4TKU215130,0,38,38
SPMZF4TKU215140,0,34,34
SPMZF4TKU215150,0,12,12
SPMZF4TKU219130,0,222,222
SPMZF4TKU219140,0,190,190
SPMZF4TKU219150,0,136,136
SPMZF4TKU219160,0,210,210
SPMZF4TKU226120,0,96,96
SPMZF4TKU226130,0,158,158
SPMZF4TKU226140,0,236,236
SPMZF4TKU226150,0,304,304
SPMZF4TKU226160,0,174,174
SPMZF4TKU2B7120,0,54,54
SPMZF4TKU2B7130,0,74,74
SPMZF4TKU2B7140,0,124,124
SPMZF4TKU2B7150,0,106,106
SPMZF4TKU2B7160,0,82,82
SPMZF4TKU310120,0,36,36
SPMZF4TKU310130,0,84,84
SPMZF4TKU310140,0,62,62
SPMZF4TKU310150,0,44,44
SPMZF4TKU310160,0,18,18
SPMZF4VCY135090,0,40,40
SPMZF4VCY135095,0,28,28
SPMZF4VCY135100,0,50,50
SPMZF4VCY135105,0,50,50
SPMZF4VCY139090,0,90,90
SPMZF4VCY139095,0,54,54
SPMZF4VCY139100,0,72,72
SPMZF4VCY139105,0,112,112
SPMZG11C0219090,0,58,58
SPMZG11C0219095,0,70,70
SPMZG11C0219100,0,66,66
SPMZG11C0219105,0,16,16
SPMZG11C02AA090,0,26,26
SPMZG11C02AA095,0,30,30
SPMZG11C02AA100,0,20,20
SPMZG11C02AA105,0,8,8
SPMZG11C02AC090,0,30,30
SPMZG11C02AC095,0,28,28
SPMZG11C02AC100,0,24,24
SPMZG11C02AC105,0,26,26
SPMZG11C6033090,0,16,16
SPMZG11C6033095,0,12,12
SPMZG11C6033100,0,12,12
SPMZG11C6033105,0,28,28
SPMZG11C6050090,0,42,42
SPMZG11C6050095,0,134,134
SPMZG11C6050100,0,132,132
SPMZG11C6050105,0,144,144
SPMZG11C6059090,0,20,20
SPMZG11C6059095,0,10,10
SPMZG11C6059100,0,10,10
SPMZG11C6059105,0,22,22
SPMZG11C6060090,0,168,168
SPMZG11C6060095,0,168,168
SPMZG11C6060100,0,156,156
SPMZG11C6060105,0,154,154
SPMZG11C6064090,0,20,20
SPMZG11C6064095,0,16,16
SPMZG11C6064100,0,8,8
SPMZG11C6064105,0,14,14
SPMZG11C60AC095,0,8,8
SPMZG11C60AC100,0,30,30
SPMZG11G3119085,0,2062,2062
SPMZG11G3119090,0,1226,1226
SPMZG11G3119095,0,898,898
SPMZG11G3126085,0,242,242
SPMZG11G3126090,0,206,206
SPMZG11G3126095,0,164,164
SPMZG11G3139085,0,900,900
SPMZG11G3139090,0,690,690
SPMZG11G3139095,0,524,524
SPMZG11G31BU085,0,34,34
SPMZG11G31BU090,0,24,24
SPMZG11G31BU095,0,30,30
SPMZG11G5560085,0,636,636
SPMZG11G5560090,0,576,576
SPMZG11G5560095,0,296,296
SPMZG11G5585085,0,258,258
SPMZG11G5585090,0,84,84
SPMZG11G5585095,0,110,110
SPMZG11KU150120,0,8,8
SPMZG11KU150130,0,58,58
SPMZG11KU150140,0,20,20
SPMZG11KU150150,0,8,8
SPMZG11KU150160,0,8,8
SPMZG11KU159120,0,4,4
SPMZG11KU159130,0,6,6
SPMZG11KU159140,0,16,16
SPMZG11KU159150,0,18,18
SPMZG11KU164120,0,10,10
SPMZG11KU164130,0,12,12
SPMZG11KU164140,0,10,10
SPMZG11KU164160,0,2,2
SPMZG11KU1AC120,0,6,6
SPMZG11KU1AC130,0,12,12
SPMZG11KU1AC140,0,14,14
SPMZG11KU1AC150,0,2,2
SPMZG11U0110100,0,2,2
SPMZG12G9119999,0,2,2
SPMZG23C0119085,0,8,8
SPMZG23C0119095,0,76,76
SPMZG23C0119100,0,44,44
SPMZG23C0119105,0,60,60
SPMZG23C0132085,0,2,2
SPMZG23C0132095,0,2,2
SPMZG23C0132105,0,2,2
SPMZG23C0133085,0,14,14
SPMZG23C0133090,0,60,60
SPMZG23C0133095,0,8,8
SPMZG23C0159085,0,6,6
SPMZG23C0159090,0,4,4
SPMZG23C0159095,0,12,12
SPMZG23C0159105,0,8,8
SPMZG23C0185085,0,4,4
SPMZG23C0185090,0,4,4
SPMZG23C0185095,0,10,10
SPMZG23C0185100,0,2,2
SPMZG23C0185105,0,2,2
SPMZG23C01AC090,0,10,10
SPMZG23C01AC105,0,118,118
SPMZG23C0259090,0,2,2
SPMZG23C0259100,0,56,56
SPMZG23C0260095,0,4,4
SPMZG23C0260105,0,22,22
SPMZG23C0260110,0,2,2
SPMZG23C0299090,0,4,4
SPMZG23C0299100,0,2,2
SPMZG23CY159090,0,10,10
SPMZG23CY159095,0,4,4
SPMZG23CY159105,0,10,10
SPMZG23CY185090,0,10,10
SPMZG23CY185095,0,14,14
SPMZG23CY185105,0,10,10
SPMZG23CY199090,0,8,8
SPMZG23CY199095,0,4,4
SPMZG23CY199100,0,6,6
SPMZG23CY199105,0,8,8
SPMZG23CY1AA090,0,2,2
SPMZG23CY1AA095,0,6,6
SPMZG23CY1AA100,0,2,2
SPMZG23CY1AA105,0,4,4
SPMZG23CY259090,0,18,18
SPMZG23CY259095,0,16,16
SPMZG23CY259100,0,2,2
SPMZG23CY259105,0,4,4
SPMZG23CY260090,0,12,12
SPMZG23CY260095,0,12,12
SPMZG23CY260100,0,4,4
SPMZG23CY260105,0,4,4
SPMZG23G0119090,0,10,10
SPMZG23G0121085,0,2,2
SPMZG23G0135085,0,12,12
SPMZG23G0135090,0,10,10
SPMZG23G0135095,0,6,6
SPMZG23G0160085,0,10,10
SPMZG23G0160095,0,4,4
SPMZG23G0195085,0,18,18
SPMZG23G0195095,0,22,22
SPMZG23G01AA085,0,2,2
SPMZG23G01AA090,0,16,16
SPMZG23G01AA095,0,6,6
SPMZG23G0252085,0,4,4
SPMZG23G0252090,0,2,2
SPMZG23G0252095,0,6,6
SPMZG23G0285085,0,10,10
SPMZG23G0285090,0,14,14
SPMZG23G02AC085,0,52,52
SPMZG23G02AC095,0,6,6
SPMZG23G5033095,0,2,2
SPMZG23G5051085,0,18,18
SPMZG23G5051090,0,14,14
SPMZG23G5051095,0,8,8
SPMZG23G5060085,0,16,16
SPMZG23G5060090,0,6,6
SPMZG23G5060095,0,16,16
SPMZG23G5064085,0,34,34
SPMZG23G5064090,0,14,14
SPMZG23G5064095,0,4,4
SPMZG23G5085090,0,4,4
SPMZG23G50AA090,0,6,6
SPMZG23GY049085,0,14,14
SPMZG23GY049090,0,10,10
SPMZG23GY060085,0,22,22
SPMZG23GY060090,0,6,6
SPMZG23GY060095,0,6,6
SPMZG23KU119120,0,4,4
SPMZG23KU119140,0,76,76
SPMZG23KU119150,0,10,10
SPMZG23KU119160,0,10,10
SPMZG23KU164110,0,2,2
SPMZG23KU164140,0,2,2
SPMZG23KU199110,0,4,4
SPMZG23KU199120,0,2,2
SPMZG23KU199130,0,74,74
SPMZG23KU199150,0,10,10
SPMZG23KU199160,0,10,10
SPMZG23KU1AA110,0,6,6
SPMZG23KU1AA120,0,6,6
SPMZG23KU1AA150,0,8,8
SPMZG23KU1AA160,0,6,6
SPMZG24G0519085,0,16,16
SPMZG24G0519090,0,10,10
SPMZG24G0519095,0,28,28
SPMZG24G0526085,0,6,6
SPMZG24G0526090,0,8,8
SPMZG24G0526095,0,16,16
SPMZG24G0564085,0,2,2
SPMZG24G0564090,0,10,10
SPMZG24G0564095,0,8,8
SPMZG24G05AC085,0,12,12
SPMZG24G05AC090,0,18,18
SPMZG24G05AC095,0,8,8
SPMZG24KG150130,0,2,2
SPMZG24KG164150,0,2,2
SPMZG25C0219100,0,10,10
SPMZG25C0219105,0,2,2
SPMZG25C0233090,0,2,2
SPMZG25C0233095,0,8,8
SPMZG25C0233100,0,4,4
SPMZG25C02AC100,0,2,2
SPMZG25C02AC105,0,4,4
SPMZG37G0219085,0,4,4
SPMZG37G0219090,0,6,6
SPMZG37G0219095,0,2,2
SPMZG37G0299085,0,2,2
SPMZG37G02AC085,0,6,6
SPMZG37U0419090,0,6,6
SPMZG37U0419095,0,2,2
SPMZG37U0419100,0,16,16
SPOJF24G0119085,0,2,2
SPOJF24G0119090,0,2,2
SPOJG24G0119085,0,10,10
SPOJG24G0119095,0,2,2
SPOJG24G0155090,0,4,4
SPOJG24G0155100,0,2,2
SPOJG24G0159085,0,6,6
SPOJG24G0159100,0,4,4
SPOJG37G0159085,0,2,2
SPOKE4TW7336999,0,2,2
SPOKE4TW7385999,0,4,4
SPOME24G0219085,0,4,4
SPOME24G0219090,0,2,2
SPOME24G0259085,0,12,12
SPOME24G0295085,0,4,4
SPOME24G0295090,0,10,10
SPOME24G0295095,0,6,6
SPOME24G0299085,0,4,4
SPOME24G0299090,0,6,6
SPOME24G5119085,0,2,2
SPOME24G5139095,0,2,2
SPOMF24G5019090,0,2,2
SPOMF24G5039090,0,2,2
SPOMF37A0119085,0,2,2
SPOWE25W1219090,0,2,2
SPOWE25W1251090,0,2,2
SPOWE37W0110090,0,2,2
SPOWE37W1139085,0,8,8
SPOWE37W1139090,0,8,8
SPOWE37W1151085,0,12,12
SPOWE37W1151090,0,10,10
SPOWF24W0151085,0,2,2
SPOWF25W0259085,0,4,4
SPOWF25W0259095,0,2,2
SPOWF25W0264085,0,2,2
SPOWF25W0264090,0,4,4
SPOWF25W0351085,0,6,6
SPOWF25W0351090,0,4,4
SPOWF25W1239085,0,6,6
SPOWF37G0119095,0,2,2
SPOWF37G0160085,0,2,2
SPOWF37G0219095,0,2,2
SPOWF37W1259085,0,2,2
SPOWF49G0110085,0,50,50
SPOWF49G0110090,0,32,32
SPOWF49G0110095,0,32,32
SPOWF49G0119085,0,42,42
SPOWF49G0119090,0,20,20
SPOWF49G0119095,0,34,34
SPOWF49W1119085,0,52,52
SPOWF49W1119090,0,74,74
SPOWF49W1119095,0,64,64
SPOWF49W1185085,0,32,32
SPOWF49W1185090,0,22,22
SPOWF49W1185095,0,20,20
SPOWF4TW9164999,0,22,22
SPOWG23W0119085,0,2,2
SPOWG23W0164085,0,2,2
SPOWG23W0164090,0,2,2
SPOWG23W0164095,0,6,6
SPOWG24G9119999,0,2,2
SPOWG26G9019999,0,4,4
SPOWG26G9060999,0,2,2
SPOWG37G9051090,0,4,4
SPOWG37G9051095,0,14,14
SPOWG37G9119090,0,26,26
SPOWG37W0110090,0,2,2
SPOWG38G9016085,0,20,20
SPOWG38G9016090,0,16,16
SPOWG38G9016095,0,6,6
SPOWG38G9019090,0,8,8
SPOWG38G9019095,0,8,8
SPOWG38G9060085,0,14,14
SPOWG38G9060090,0,16,16
SPOWG38G9060095,0,56,56
SPOWG38G9115085,0,2,2
SPOWG38G9115090,0,20,20
SPOWG38G9115095,0,6,6
SPOWG38G9160085,0,14,14
SPOWG38G9160090,0,18,18
SPOWG38G9160095,0,4,4
SPOWG38G9410999,0,18,18
SPOWG38G9510085,0,10,10
SPOWG38G9510090,0,24,24
SPOWG38G9510095,0,10,10
SPOWG38G9559085,0,6,6
SPOWG38G9559095,0,36,36
SPOWG38G9610999,0,8,8
SPOWG38G9619999,0,14,14
SPOWG38G9651999,0,6,6
SPOWG38G9860999,0,10,10
SPOWG38G9885999,0,12,12
SPPGEA9A5119230,0,76,76
SPPGEA9A5119240,0,106,106
SPPGEA9A5119250,0,58,58
SPPGEA9A5119260,0,52,52
SPPGEA9A5119270,0,38,38
SPPGEA9A5119280,0,14,14
SPPGEA9A5135230,0,6,6
SPPGEA9A5135240,0,22,22
SPPGEA9A5135250,0,6,6
SPPGEA9A5135260,0,20,20
SPPGEA9A5135270,0,22,22
SPPGEA9A5135280,0,2,2
SPPGEA9A5159230,0,8,8
SPPGEA9A5159240,0,18,18
SPPGEA9A5159250,0,8,8
SPPGEA9A5159260,0,6,6
SPPGEA9A5159270,0,4,4
SPPGEA9A5162230,0,6,6
SPPGEA9A5162240,0,16,16
SPPGEA9A5162250,0,10,10
SPPGEA9A5162270,0,2,2
SPPGEA9A5162280,0,2,2
SPPGEA9A5164230,0,16,16
SPPGEA9A5164240,0,44,44
SPPGEA9A5164250,0,22,22
SPPGEA9A5164260,0,12,12
SPPGEA9A5164270,0,16,16
SPPGEA9A5164280,0,4,4
SPPGF4TKU919170,0,26,26
SPPGF4TKU919180,0,26,26
SPPGF4TKU919190,0,24,24
SPPGF4TKU919200,0,18,18
SPPGF4TKU925170,0,20,20
SPPGF4TKU925180,0,22,22
SPPGF4TKU925190,0,20,20
SPPGF4TKU925200,0,14,14
SPPGF4TKU939170,0,20,20
SPPGF4TKU939180,0,22,22
SPPGF4TKU939190,0,22,22
SPPGF4TKU939200,0,16,16
SPPGFA9A5119230,0,128,128
SPPGFA9A5119240,0,110,110
SPPGFA9A5119250,0,82,82
SPPGFA9A5119260,0,70,70
SPPGFA9A5119270,0,36,36
SPPGFA9A5119280,0,42,42
SPPGFA9A5139230,0,82,82
SPPGFA9A5139240,0,40,40
SPPGFA9A5139250,0,62,62
SPPGFA9A5139260,0,42,42
SPPGFA9A5139270,0,42,42
SPPGFA9A5139280,0,40,40
SPPGFA9A5159230,0,72,72
SPPGFA9A5159240,0,50,50
SPPGFA9A5159250,0,44,44
SPPGFA9A5159260,0,46,46
SPPGFA9A5159270,0,40,40
SPPGFA9A5159280,0,34,34
SPPGFA9A5162230,0,68,68
SPPGFA9A5162240,0,70,70
SPPGFA9A5162250,0,66,66
SPPGFA9A5162260,0,62,62
SPPGFA9A5162270,0,50,50
SPPGFA9A5162280,0,40,40
SPPGGA9A9119235,0,4,4
SPPGGA9A9119240,0,2,2
SPPGGA9A9191250,0,4,4
SPPJE37A5119240,0,4,4
SPPJE37A5119260,0,6,6
SPPJE37A5164260,0,22,22
SPPJE37A5219240,0,2,2
SPPJE37A5264240,0,2,2
SPPJE37A5264250,0,2,2
SPPJE4VA5039100,0,2,2
SPPJF37A5010230,0,6,6
SPPJF37A5010240,0,10,10
SPPJF37A5010250,0,6,6
SPPJF37A5010260,0,4,4
SPPJF37A5010270,0,6,6
SPPJF37A5019230,0,4,4
SPPJF37A5019240,0,12,12
SPPJF37A5019250,0,6,6
SPPJF37A5019260,0,6,6
SPPJF37A5019270,0,4,4
SPPJF4TA9219230,0,52,52
SPPJF4TA9219240,0,38,38
SPPJF4TA9219250,0,34,34
SPPJF4TA9235230,0,6,6
SPPJF4TA9319230,0,6,6
SPPJF4TA9319240,0,6,6
SPPJF4TA9319260,0,10,10
SPPJF4TA9319270,0,4,4
SPPJF4TA9319280,0,4,4
SPPJF4TA9385230,0,2,2
SPPJF4TA9385250,0,4,4
SPPJF4TA9385260,0,4,4
SPPJF4TA9385270,0,4,4
SPPJF4TA9385280,0,2,2
SPPJF4TKU925170,0,108,108
SPPJF4TKU925180,0,90,90
SPPJF4TKU925190,0,96,96
SPPJF4TKU925200,0,66,66
SPPJF4TKU935170,0,124,124
SPPJF4TKU935180,0,138,138
SPPJF4TKU935190,0,96,96
SPPJF4TKU935200,0,52,52
SPPJF4TKU9CO170,0,154,154
SPPJF4TKU9CO180,0,138,138
SPPJF4TKU9CO190,0,114,114
SPPJF4TKU9CO200,0,64,64
SPPJG24KU819150,0,42,42
SPPJG24KU819160,0,170,170
SPPJG24KU819170,0,318,318
SPPJG24KU819180,0,46,46
SPPJG24KU891150,0,28,28
SPPJG24KU891160,0,156,156
SPPJG24KU891170,0,304,304
SPPJG24KU891180,0,54,54
SPPJG24KU899150,0,36,36
SPPJG24KU899160,0,148,148
SPPJG24KU899170,0,268,268
SPPJG24KU899180,0,26,26
SPPJGA9A0119230,0,2,2
SPPJGA9A0119250,0,2,2
SPPJGA9A0119260,0,2,2
SPPJGA9A0219230,0,150,150
SPPJGA9A0219240,0,42,42
SPPJGA9A0219250,0,52,52
SPPJGA9A0219260,0,4,4
SPPJGA9A0219270,0,48,48
SPPJGA9A0239230,0,74,74
SPPJGA9A0239240,0,120,120
SPPJGA9A0239250,0,72,72
SPPJGA9A0239260,0,114,114
SPPJGA9A0239270,0,180,180
SPPJGA9A0319230,0,54,54
SPPJGA9A0319240,0,30,30
SPPJGA9A0319250,0,64,64
SPPJGA9A0339230,0,232,232
SPPJGA9A0339240,0,138,138
SPPJGA9A0339250,0,152,152
SPPJGA9KU819190,0,72,72
SPPJGA9KU819200,0,60,60
SPPJGA9KU819210,0,66,66
SPPJGA9KU819220,0,50,50
SPPJGA9KU839190,0,66,66
SPPJGA9KU839200,0,72,72
SPPJGA9KU839210,0,92,92
SPPJGA9KU839220,0,94,94
SPPPE12KU251110,0,208,208
SPPPE12KU251120,0,10,10
SPPPE12KU264110,0,204,204
SPPPE12KU264120,0,82,82
SPPPE12KU264130,0,12,12
SPPPE12KU264140,0,2,2
SPPPE12KU264150,0,4,4
SPPPE12KU264160,0,2,2
SPPPE12KU484110,0,28,28
SPPPE12KU484120,0,196,196
SPPPE12KU484130,0,108,108
SPPPE12KU484140,0,4,4
SPPPE12KU525120,0,4,4
SPPPE12KU525130,0,4,4
SPPPE12KU584120,0,100,100
SPPPE12KU584130,0,6,6
SPPPE12KU584150,0,2,2
SPPPE12KU584160,0,4,4
SPPPE12KU630130,0,2,2
SPPPE12KU630140,0,4,4
SPPPE12KU650130,0,2,2
SPPPE12KU739130,0,6,6
SPPPE12KU751140,0,2,2
SPPPE12KU759130,0,18,18
SPPPE12KU759140,0,8,8
SPPPE23U0119090,0,16,16
SPPPE23U0120090,0,2,2
SPPPE23U0151090,0,44,44
SPPPE23U0151095,0,2,2
SPPPE23U0184090,0,2,2
SPPPE23U0384105,0,2,2
SPPPE23U0575090,0,22,22
SPPPE23U0575095,0,2,2
SPPPE24KU230160,0,2,2
SPPPE24KU240140,0,2,2
SPPPE24KU240150,0,4,4
SPPPE24KU251130,0,6,6
SPPPE24KU251140,0,4,4
SPPPE24KU251150,0,38,38
SPPPE24KU251160,0,4,4
SPPPE24KU264120,0,4,4
SPPPE24KU264140,0,2,2
SPPPE24KU264150,0,4,4
SPPPE24KU264160,0,6,6
SPPPE24KU315120,0,102,102
SPPPE24KU315130,0,32,32
SPPPE24KU315140,0,14,14
SPPPE24KU315150,0,4,4
SPPPE24KU335120,0,22,22
SPPPE24KU335130,0,2,2
SPPPE24KU420140,0,6,6
SPPPE24KU420150,0,2,2
SPPPE24KU420160,0,2,2
SPPPE24KU425100,0,8,8
SPPPE24KU425110,0,2,2
SPPPE24KU425130,0,42,42
SPPPE24KU425140,0,10,10
SPPPE24KU425150,0,12,12
SPPPE24KU430110,0,8,8
SPPPE24KU430120,0,2,2
SPPPE24KU430130,0,8,8
SPPPE24KU430140,0,54,54
SPPPE24KU430150,0,88,88
SPPPE24KU430160,0,12,12
SPPPE24KU440130,0,2,2
SPPPE24KU450110,0,6,6
SPPPE24KU450120,0,26,26
SPPPE24KU450130,0,18,18
SPPPE24KU450140,0,108,108
SPPPE24KU450150,0,72,72
SPPPE24KU450160,0,30,30
SPPPE24KU475110,0,4,4
SPPPE24KU475120,0,12,12
SPPPE24KU475130,0,98,98
SPPPE24KU475140,0,150,150
SPPPE24KU475150,0,12,12
SPPPE24KU475160,0,2,2
SPPPE24KU484110,0,8,8
SPPPE24KU484120,0,18,18
SPPPE24KU484130,0,46,46
SPPPE24KU484140,0,118,118
SPPPE24KU484150,0,116,116
SPPPE24KU484160,0,106,106
SPPPE24KU550120,0,2,2
SPPPE24KU550130,0,2,2
SPPPE24KU550140,0,2,2
SPPPE24KU550150,0,4,4
SPPPE24KU625120,0,58,58
SPPPE24KU630120,0,22,22
SPPPE24KU650120,0,26,26
SPPPE24KU725130,0,2,2
SPPPE24KU725140,0,2,2
SPPPE24KU739120,0,6,6
SPPPE24KU739130,0,2,2
SPPPE24KU739160,0,2,2
SPPPE24KU759120,0,6,6
SPPPE25KU935130,0,6,6
SPPPE25U0115090,0,12,12
SPPPE25U0115095,0,6,6
SPPPE25U0115100,0,2,2
SPPPE25U0125095,0,6,6
SPPPE25U0125100,0,46,46
SPPPE25U0125105,0,12,12
SPPPE25U0135090,0,8,8
SPPPE25U0135095,0,2,2
SPPPE25U0135100,0,10,10
SPPPE25U0159090,0,4,4
SPPPE25U0220090,0,6,6
SPPPE25U0220095,0,4,4
SPPPE25U0225090,0,2,2
SPPPE25U0225095,0,4,4
SPPPE25U0225100,0,4,4
SPPPE25U0230090,0,14,14
SPPPE25U0230095,0,4,4
SPPPE25U0230100,0,8,8
SPPPE25U0230105,0,24,24
SPPPE25U0250100,0,8,8
SPPPE25U0330090,0,10,10
SPPPE25U0330100,0,4,4
SPPPE25U0340090,0,6,6
SPPPE25U0375090,0,14,14
SPPPE25U0375100,0,2,2
SPPPE25U0375105,0,2,2
SPPPE25U03CF090,0,14,14
SPPPE25U03CF095,0,4,4
SPPPE25U0425105,0,2,2
SPPPE25U0439090,0,2,2
SPPPE25U0439100,0,2,2
SPPPE25U0484095,0,2,2
SPPPE25U0719095,0,2,2
SPPPE25U0719100,0,2,2
SPPPE25U0925090,0,20,20
SPPPE25U0925095,0,6,6
SPPPE25U0925100,0,12,12
SPPPE25U0940090,0,4,4
SPPPE25U0959090,0,4,4
SPPPE25U0959095,0,2,2
SPPPE25U1015090,0,4,4
SPPPE25U1015095,0,2,2
SPPPE25U1035090,0,4,4
SPPPE25U1035095,0,2,2
SPPPE25U1035100,0,2,2
SPPPE25U1110105,0,2,2
SPPPE25U1151090,0,2,2
SPPPE26U0125095,0,2,2
SPPPE26U0125100,0,8,8
SPPPE26U0419999,0,2,2
SPPPE37KU040120,0,6,6
SPPPE37KU040130,0,2,2
SPPPE37KU050130,0,34,34
SPPPE37KU240120,0,2,2
SPPPE37KU240130,0,2,2
SPPPE37KU240150,0,2,2
SPPPE37KU251130,0,2,2
SPPPE37KU251140,0,2,2
SPPPE37KU251150,0,2,2
SPPPE37KU264150,0,2,2
SPPPE37KU325120,0,2,2
SPPPE37KU325140,0,4,4
SPPPE37KU325150,0,2,2
SPPPE37KU325160,0,2,2
SPPPE37KU339120,0,2,2
SPPPE37KU350110,0,2,2
SPPPE37KU350140,0,2,2
SPPPE37KU351110,0,2,2
SPPPE37KU351140,0,8,8
SPPPE37KU351150,0,8,8
SPPPE37KU370120,0,4,4
SPPPE37KU370130,0,2,2
SPPPE37KU370140,0,4,4
SPPPE37KU430110,0,10,10
SPPPE37KU430130,0,2,2
SPPPE37KU430160,0,8,8
SPPPE37KU450110,0,2,2
SPPPE37KU450120,0,6,6
SPPPE37KU450130,0,44,44
SPPPE37KU450140,0,46,46
SPPPE37KU450150,0,4,4
SPPPE37KU450160,0,6,6
SPPPE37KU475120,0,2,2
SPPPE37KU484120,0,2,2
SPPPE37KU484130,0,32,32
SPPPE37KU484140,0,6,6
SPPPE37KU484150,0,10,10
SPPPE37KU550120,0,16,16
SPPPE37KU550130,0,6,6
SPPPE37KU550140,0,4,4
SPPPE37KU550150,0,6,6
SPPPE37KU550160,0,18,18
SPPPE37KU584120,0,16,16
SPPPE37KU584130,0,8,8
SPPPE37KU584140,0,4,4
SPPPE37KU584150,0,30,30
SPPPE37KU584160,0,42,42
SPPPE37KU725130,0,12,12
SPPPE37KU725140,0,14,14
SPPPE37KU725150,0,28,28
SPPPE37KU725160,0,30,30
SPPPE37KU739130,0,14,14
SPPPE37KU739140,0,4,4
SPPPE37KU739150,0,48,48
SPPPE37KU739160,0,6,6
SPPPE37U0525095,0,10,10
SPPPE37U0535095,0,2,2
SPPPE37U0535105,0,4,4
SPPPE37U0625100,0,20,20
SPPPE37U0625105,0,10,10
SPPPE37U0650090,0,2,2
SPPPE37U0684095,0,2,2
SPPPE37U0710095,0,4,4
SPPPE37U0710105,0,4,4
SPPPE37U0719090,0,2,2
SPPPE37U0751105,0,2,2
SPPPE37U0819095,0,2,2
SPPPE37U1030095,0,2,2
SPPPE37U1030105,0,2,2
SPPPE37U1075095,0,2,2
SPPPE38KU125120,0,4,4
SPPPE38KU175120,0,10,10
SPPPE38KU175130,0,2,2
SPPPE38U0320100,0,2,2
SPPPE38U0320105,0,2,2
SPPPE38U0325090,0,6,6
SPPPE38U0325100,0,6,6
SPPPE38U0325105,0,4,4
SPPPE38U0350095,0,2,2
SPPPE38U0350100,0,4,4
SPPPE49KU126110,0,10,10
SPPPE49KU126120,0,26,26
SPPPE49KU126130,0,26,26
SPPPE49KU126140,0,22,22
SPPPE49KU126150,0,4,4
SPPPE49KU130110,0,4,4
SPPPE49KU130120,0,6,6
SPPPE49KU130130,0,8,8
SPPPE49KU130140,0,10,10
SPPPE49KU151110,0,86,86
SPPPE49KU151120,0,62,62
SPPPE49KU151130,0,52,52
SPPPE49KU151140,0,54,54
SPPPE49KU151150,0,20,20
