단품코드,항만_재고,부평_재고,내부창고_합계
SPAKE37A9019999,0,2,2
SPAKE49A5019999,0,2,2
SPAKE49A6119999,0,2,2
SPAKE4TA9035999,0,2,2
SPAKE4TA9149999,0,2,2
SPAKEA9A5117999,0,2,2
SPAKEA9A5164999,0,4,4
SPAKEA9A5239999,0,174,174
SPAKEA9A5259999,0,426,426
SPAKEA9A5339999,0,108,108
SPAKEA9A5359999,0,158,158
SPAKEA9A5419999,0,2,2
SPAKEA9A5462999,0,2,2
SPAKEA9A5517999,0,114,114
SPAKEA9A5519999,0,224,224
SPAKEA9A5564999,0,98,98
SPAKEA9A55B7999,0,40,40
SPAKEA9A55G2999,0,66,66
SPAKEA9A55PP999,0,134,134
SPAKEA9A5617999,0,318,318
SPAKEA9A5619999,0,380,380
SPAKEA9A5664999,0,290,290
SPAKEA9A56B7999,0,6,6
SPAKEA9A56PP999,0,64,64
SPAKEA9A5719999,0,26,26
SPAKEA9A5764999,0,64,64
SPAKEA9A5819999,0,244,244
SPAKEA9A5864999,0,110,110
SPAKEA9A6017999,0,52,52
SPAKEA9A6019999,0,118,118
SPAKEA9A6064999,0,90,90
SPAKEA9A60B7999,0,4,4
SPAKEA9A60PP999,0,50,50
SPAKEA9A6117999,0,14,14
SPAKEA9A6119999,0,20,20
SPAKEA9A6164999,0,28,28
SPAKF24A5019999,0,2,2
SPAKF24A5039999,0,10,10
SPAKF24A5056999,0,20,20
SPAKF24A5057999,0,18,18
SPAKF24A5139999,0,4,4
SPAKF49AY119999,0,48,48
SPAKF49AY139999,0,80,80
SPAKF49AY219999,0,44,44
SPAKF49AY239999,0,36,36
SPAKF49AY285999,0,42,42
SPAKF49U0225999,0,2,2
SPAKF4TA1119999,0,72,72
SPAKF4TA1149999,0,148,148
SPAKF4TA1219999,0,72,72
SPAKF4TA1249999,0,112,112
SPAKF4TA1319999,0,26,26
SPAKF4TA1385999,0,20,20
SPAKF4TA1419999,0,26,26
SPAKF4TA1485999,0,16,16
SPAKF4TA9019999,0,20,20
SPAKF4TA9085999,0,12,12
SPAKF4TA9185999,0,10,10
SPAKF4TA9239999,0,16,16
SPAKF4TA9259999,0,10,10
SPAKF4TA9285999,0,6,6
SPAKF4TU0110999,0,224,224
SPAKF4TU0251090,0,78,78
SPAKF4TU0251095,0,162,162
SPAKF4VA0135999,0,46,46
SPAKF4VA0139999,0,42,42
SPAKF4VA9219999,0,6,6
SPAKF4VA9239999,0,2,2
SPAKFA9A1119999,0,46,46
SPAKFA9A1136999,0,124,124
SPAKFA9A1219999,0,32,32
SPAKFA9A1226999,0,194,194
SPAKFA9A1236999,0,92,92
SPAKFA9A50BD999,0,2,2
SPAKFA9A50CO999,0,6,6
SPAKFA9A5119999,0,4,4
SPAKFA9A5135999,0,6,6
SPAKFA9A5164999,0,180,180
SPAKFA9A5219999,0,292,292
SPAKFA9A5239999,0,266,266
SPAKFA9A5299999,0,102,102
SPAKFA9A5319999,0,248,248
SPAKFA9A5339999,0,922,922
SPAKFA9A5419999,0,16,16
SPAKFA9A5439999,0,138,138
SPAKFA9A5519999,0,94,94
SPAKFA9A5539999,0,118,118
SPAKFA9A56CO999,0,10,10
SPAKFA9A57BD999,0,64,64
SPAKFA9A57BF999,0,32,32
SPAKFA9A58BD999,0,28,28
SPAKFA9A58BF999,0,20,20
SPAKFA9A6119999,0,192,192
SPAKFA9A6135999,0,116,116
SPAKFA9A6164999,0,682,682
SPAKFA9A61G5999,0,58,58
SPAKFA9A61G7999,0,22,22
SPAKFA9A6217999,0,50,50
SPAKFA9A6219999,0,24,24
SPAKFA9A6226999,0,22,22
SPAKFA9A6229999,0,40,40
SPAKFA9A6232999,0,22,22
SPAKFA9A6235999,0,52,52
SPAKFA9A6236999,0,22,22
SPAKFA9A6249999,0,48,48
SPAKFA9A6251999,0,14,14
SPAKFA9A6259999,0,60,60
SPAKFA9A6264999,0,150,150
SPAKFA9A6285999,0,20,20
SPAKFA9A62BM999,0,32,32
SPAKFA9A62G5999,0,12,12
SPAKFA9A62G7999,0,6,6
SPAKFA9A6319999,0,284,284
SPAKFA9A6335999,0,336,336
SPAKFA9A6349999,0,476,476
SPAKFA9A6419999,0,74,74
SPAKFA9A6435999,0,40,40
SPAKFA9A6464999,0,178,178
SPAKFA9A64G5999,0,6,6
SPAKFA9A64G7999,0,2,2
SPAKFA9A6519999,0,26,26
SPAKFA9A6535999,0,8,8
SPAKFA9A6549999,0,26,26
SPAKFA9A6619999,0,138,138
SPAKFA9A6649999,0,454,454
SPAKFA9A7191999,0,8,8
SPAKFA9A7219999,0,2,2
SPAKFA9A7291999,0,2,2
SPAKFA9A7585999,0,2,2
SPAKFA9A7610999,0,2,2
SPAKFA9A7626999,0,2,2
SPAKFA9A7685999,0,2,2
SPAKFA9A7739999,0,2,2
SPAKFA9KG119999,0,12,12
SPAKFA9KG176999,0,14,14
SPAKFA9KU135999,0,12,12
SPAKFA9KU159999,0,20,20
SPAKFA9KU235999,0,200,200
SPAKFA9KU259999,0,210,210
SPAKFA9KU335999,0,20,20
SPAKFA9KU359999,0,30,30
SPAKFA9KU376999,0,18,18
SPAKFA9KU419999,0,2,2
SPAKFA9KU476999,0,10,10
SPAKG11U0520999,0,2,2
SPAKG23U0119100,0,34,34
SPAKG23U0130095,0,84,84
SPAKG24A0131999,0,20,20
SPAKG24A0151999,0,20,20
SPAKG24A0164999,0,2,2
SPAKG24A0184999,0,2,2
SPAKG24A0239999,0,20,20
SPAKG24A0251999,0,20,20
SPAKG24A0320999,0,4,4
SPAKG24A0343999,0,8,8
SPAKG24A0362999,0,4,4
SPAKG24A0385999,0,6,6
SPAKG37A1116999,0,2,2
SPAKG37A1117999,0,2,2
SPAKG37A1119999,0,2,2
SPAKG37A1149999,0,2,2
SPAKG37U0450999,0,12,12
SPAKG38G9019999,0,6,6
SPAKG38G9050999,0,2,2
SPAKGA9A0119999,0,80,80
SPAKGA9A0135999,0,66,66
SPAKGA9A0139999,0,8,8
SPAKGA9A01BF999,0,2,2
SPAKGA9A0219999,0,52,52
SPAKGA9A0235999,0,20,20
SPAKGA9A0319999,0,2,2
SPAKGA9A0335999,0,2,2
SPAKGA9A0419999,0,12,12
SPAKGA9A0491999,0,12,12
SPAKGA9A0519999,0,10,10
SPAKGA9A0591999,0,26,26
SPAKGA9A7119999,0,30,30
SPAKGA9A7135999,0,30,30
SPAKGA9A7150999,0,30,30
SPAKGA9A7164999,0,30,30
SPAKGA9A7184999,0,30,30
SPAKGA9A71BD999,0,30,30
SPAKGA9A71BF999,0,30,30
SPAKGA9A7315999,0,30,30
SPAKGA9A7319999,0,28,28
SPAKGA9A7349999,0,30,30
SPAKGA9A7385999,0,30,30
SPAKGA9A7419999,0,30,30
SPAKGA9A7464999,0,32,32
SPAKGA9A7619999,0,2,2
SPAKGA9A8285999,0,2,2
SPAKGA9A83B3999,0,2,2
SPAKGA9A8651999,0,4,4
SPAKGA9A8685999,0,2,2
SPAKGA9KG4G4999,0,6,6
SPAKGA9KU976999,0,2,2
SPAKGATA9719999,0,2,2
SPAKGATA9785999,0,2,2
SPAME4TA5115999,0,4,4
SPAME4VA5064999,0,2,2
SPAME4VA6126999,0,2,2
SPAME4VA6164999,0,2,2
SPAMF11A5115999,0,2,2
SPAMF4TAY015999,0,12,12
SPAMF4TAY019999,0,44,44
SPAMF4TAY035999,0,10,10
SPAMF4TAY039999,0,6,6
SPAMF4TAY051999,0,56,56
SPAMF4TAY085999,0,54,54
SPAMF4VA0135999,0,48,48
SPAMF4VA0139999,0,52,52
SPAMF4VA6019999,0,638,638
SPAMF4VA6020999,0,8,8
SPAMF4VA6025999,0,272,272
SPAMF4VA6037999,0,158,158
SPAMF4VA6039999,0,1280,1280
SPAMF4VA6060999,0,538,538
SPAMF4VA6063999,0,14,14
SPAMF4VA6084999,0,300,300
SPAMF4VA6119999,0,94,94
SPAMF4VA6120999,0,234,234
SPAMF4VA6135999,0,268,268
SPAMF4VA6139999,0,40,40
SPAMF4VA6159999,0,140,140
SPAMF4VA6162999,0,202,202
SPAMF4VA6226999,0,288,288
SPAMF4VA6239999,0,14,14
SPAMF4VA6251999,0,170,170
SPAMF4VA62UY999,0,184,184
SPAMF4VA9019999,0,20,20
SPAMF4VA9185999,0,6,6
SPAMF4VA91AC999,0,4,4
SPAMF4VG9915999,0,130,130
SPAMF4VG9920999,0,144,144
SPAMF4VG9935999,0,164,164
SPAMF4VG9940999,0,134,134
SPAMF4VG99BS999,0,120,120
SPAMF4VKU115999,0,526,526
SPAMF4VKU126999,0,712,712
SPAMF4VKU139999,0,600,600
SPAMF4VKU163999,0,600,600
SPAMF4VKU335999,0,398,398
SPAMF4VKU3AU999,0,834,834
SPAMF4VKU3G2999,0,688,688
SPAMGA9A9415999,0,4,4
SPAMGA9A9439999,0,4,4
SPAMGA9A9485999,0,4,4
SPAMGA9A9650999,0,2,2
SPARE37KG326140,0,18,18
SPARE37KG326150,0,44,44
SPARE37KG351130,0,2,2
SPARE37KG351140,0,10,10
SPARE37KG351150,0,40,40
SPARE37KG376130,0,4,4
SPARE37KG376140,0,6,6
SPARE37KG376150,0,8,8
SPARE37KU110130,0,2,2
SPARE37KU125160,0,2,2
SPARE38A0310085,0,2,2
SPARE38A0451085,0,8,8
SPARE38A0459085,0,8,8
SPARE38A0459090,0,2,2
SPARF38A0119095,0,2,2
SPARF38A0310085,0,2,2
SPARF38A0310090,0,4,4
SPARF38A0351090,0,2,2
SPARF38A0410095,0,2,2
SPARG37KG120130,0,2,2
SPARG37KG120150,0,2,2
SPARG37KG126150,0,2,2
SPARG37KG159110,0,2,2
SPARG37KG159140,0,2,2
SPARG37KG3B7120,0,4,4
SPARG37KG3CD150,0,2,2
SPASFA9A6035999,0,36,36
SPASFA9A6050999,0,40,40
SPASFA9A6051999,0,36,36
SPASFA9A6099999,0,6,6
SPAUE25U0199999,0,10,10
SPAUFA9A5019999,0,994,994
SPAUFA9A5059999,0,1126,1126
SPAUFA9A7020999,0,28,28
SPAUFA9A7062999,0,2,2
SPAUGA9A5119999,0,2,2
SPAUGA9A5219999,0,628,628
SPAUGA9A5251999,0,266,266
SPAWEA9KU117999,0,44,44
SPAWEA9KU139999,0,44,44
SPAWEA9KU150999,0,44,44
SPAWF49U0259999,0,2,2
SPAWF49U0275999,0,2,2
SPAWF49U0430999,0,2,2
SPAWF4TU0199999,0,42,42
SPAWF4TU0240999,0,396,396
SPAWF4TU0250999,0,412,412
SPAWF4TU0280999,0,380,380
SPAWF4TU0340999,0,24,24
SPAWF4TU0350999,0,116,116
SPAWF4TU0380999,0,2,2
SPAWF4TU0540999,0,2,2
SPAWF4TU0751999,0,6,6
SPAWF4VA0135999,0,22,22
SPAWF4VA0139999,0,8,8
SPAWG11U0199999,0,2,2
SPAWG11U0299999,0,2,2
SPAWG11U0525999,0,4,4
SPAWG11U0850999,0,2,2
SPAWG11U0999999,0,8,8
SPAWG23U0230999,0,2,2
SPAWG37U0819999,0,368,368
SPAWG37U0915999,0,326,326
SPAWG37U0917999,0,300,300
SPAWG37U1051095,0,60,60
SPAWG37U1051100,0,32,32
SPAYE38A0110090,0,58,58
SPAYE38A0110100,0,110,110
SPAYE38A0119090,0,6,6
SPAYE38A0219090,0,76,76
SPAYE38A0219095,0,10,10
SPAYE4VA0110090,0,8,8
SPAYE4VA0119095,0,6,6
SPAYE4VA0260999,0,2,2
SPAYEA5A9019999,0,12,12
SPAYEA5A9131240,0,2,2
SPAYEA5A9184240,0,8,8
SPAYEA5A9215240,0,8,8
SPAYEA5A9219240,0,20,20
SPAYEA9A0110090,0,26,26
SPAYEA9A0110095,0,344,344
SPAYEA9A0110100,0,2,2
SPAYEA9A0119090,0,236,236
SPAYEA9A0119095,0,120,120
SPAYEA9A0210090,0,166,166
SPAYEA9A0210095,0,52,52
SPAYEA9A0219090,0,1488,1488
SPAYEA9A0219095,0,904,904
SPAYEA9A0310090,0,212,212
SPAYEA9A0310095,0,332,332
SPAYEA9A0319090,0,1530,1530
SPAYEA9A0319095,0,1402,1402
SPAYEA9A0410090,0,28,28
SPAYEA9A0410095,0,62,62
SPAYEA9A0419090,0,1214,1214
SPAYEA9A0419095,0,1328,1328
SPAYEA9A1115240,0,142,142
SPAYEA9A1119240,0,496,496
SPAYEA9A1126240,0,306,306
SPAYEA9A1133240,0,340,340
SPAYEA9A1135240,0,52,52
SPAYEA9A1139240,0,54,54
SPAYEA9A1141240,0,380,380
SPAYEA9A1151240,0,248,248
SPAYEA9A1160240,0,128,128
SPAYEA9A1185240,0,92,92
SPAYEA9A1202260,0,84,84
SPAYEA9A1215260,0,194,194
SPAYEA9A1219260,0,168,168
SPAYEA9A1222260,0,24,24
SPAYEA9A1235260,0,118,118
SPAYEA9A1239260,0,114,114
SPAYEA9A1259260,0,208,208
SPAYEA9A1260260,0,132,132
SPAYEA9A1262260,0,232,232
SPAYEA9A1285260,0,196,196
SPAYEA9A5119085,0,2,2
SPAYEA9A5119090,0,12,12
SPAYEA9A5150085,0,4,4
SPAYEA9A5162085,0,2,2
SPAYEA9A5164085,0,2,2
SPAYEA9A5164090,0,8,8
SPAYEA9A51B7090,0,4,4
SPAYEA9KG515130,0,230,230
SPAYEA9KG515140,0,148,148
SPAYEA9KG515150,0,28,28
SPAYEA9KG519130,0,424,424
SPAYEA9KG519140,0,540,540
SPAYEA9KG519150,0,382,382
SPAYEA9KG539130,0,304,304
SPAYEA9KG539140,0,524,524
SPAYEA9KG539150,0,512,512
SPAYEA9KG599130,0,258,258
SPAYEA9KG599140,0,626,626
SPAYEA9KG599150,0,488,488
SPAYEA9KU119130,0,146,146
SPAYEA9KU119140,0,32,32
SPAYEA9KU119150,0,22,22
SPAYEA9KU125130,0,192,192
SPAYEA9KU125140,0,68,68
SPAYEA9KU125150,0,24,24
SPAYEA9KU135130,0,274,274
SPAYEA9KU135140,0,38,38
SPAYEA9KU135150,0,22,22
SPAYEA9KU164130,0,42,42
SPAYEA9KU164140,0,34,34
SPAYEA9KU164150,0,22,22
SPAYEA9KU219130,0,170,170
SPAYEA9KU219140,0,170,170
SPAYEA9KU219150,0,130,130
SPAYEA9KU239130,0,250,250
SPAYEA9KU239140,0,230,230
SPAYEA9KU239150,0,50,50
SPAYEA9KU315130,0,164,164
SPAYEA9KU315140,0,24,24
SPAYEA9KU315150,0,18,18
SPAYEA9KU325130,0,460,460
SPAYEA9KU325140,0,72,72
SPAYEA9KU325150,0,62,62
SPAYEA9KU335130,0,164,164
SPAYEA9KU335140,0,28,28
SPAYEA9KU335150,0,28,28
SPAYEA9KU350130,0,36,36
SPAYEA9KU350140,0,28,28
SPAYEA9KU350150,0,24,24
SPAYEA9KU375130,0,132,132
SPAYEA9KU375140,0,24,24
SPAYEA9KU375150,0,18,18
SPAYF25U0125999,0,8,8
SPAYF25UF210999,0,18,18
SPAYF38A0210090,0,6,6
SPAYF49U0219999,0,2,2
SPAYF4TU0110999,0,2,2
SPAYF4TU0175999,0,2,2
SPAYF4VA6110090,0,242,242
SPAYF4VA6110095,0,244,244
SPAYF4VA6119090,0,378,378
SPAYF4VA6119095,0,156,156
SPAYF4VU0110999,0,52,52
SPAYF4VU0159999,0,42,42
SPAYFA9A0110090,0,246,246
SPAYFA9A0110095,0,166,166
SPAYFA9A0110100,0,24,24
SPAYFA9A0119090,0,92,92
SPAYFA9A0119095,0,100,100
SPAYFA9A0119100,0,14,14
SPAYFA9A0210090,0,144,144
SPAYFA9A0210095,0,110,110
SPAYFA9A0219090,0,70,70
SPAYFA9A0219095,0,66,66
SPAYFA9A0310090,0,36,36
SPAYFA9A0310095,0,10,10
SPAYFA9A0319090,0,50,50
SPAYFA9A0319095,0,16,16
SPAYFA9A0410090,0,108,108
SPAYFA9A0410095,0,20,20
SPAYFA9A0419090,0,36,36
SPAYFA9A0419095,0,14,14
SPAYFA9A1115240,0,78,78
SPAYFA9A1125240,0,270,270
SPAYFA9A1126240,0,244,244
SPAYFA9A1131240,0,138,138
SPAYFA9A1133240,0,50,50
SPAYFA9A1135240,0,72,72
SPAYFA9A1139240,0,4,4
SPAYFA9A1140240,0,142,142
SPAYFA9A1141240,0,184,184
SPAYFA9A1150240,0,144,144
SPAYFA9A1151240,0,200,200
SPAYFA9A1202240,0,140,140
SPAYFA9A1202260,0,218,218
SPAYFA9A1219260,0,136,136
SPAYFA9A1220240,0,16,16
SPAYFA9A1225240,0,220,220
SPAYFA9A1225260,0,354,354
SPAYFA9A1229240,0,14,14
SPAYFA9A1229260,0,10,10
SPAYFA9A1232240,0,12,12
SPAYFA9A1232260,0,4,4
SPAYFA9A1233240,0,10,10
SPAYFA9A1233260,0,144,144
SPAYFA9A1235240,0,16,16
SPAYFA9A1235260,0,118,118
SPAYFA9A1237240,0,20,20
SPAYFA9A1237260,0,118,118
SPAYFA9A1239240,0,4,4
SPAYFA9A1239260,0,66,66
SPAYFA9A1249240,0,60,60
SPAYFA9A1249260,0,180,180
SPAYFA9A1251240,0,142,142
SPAYFA9A1251260,0,342,342
SPAYFA9A1252240,0,192,192
SPAYFA9A1252260,0,390,390
SPAYFA9A1259240,0,56,56
SPAYFA9A1259260,0,324,324
SPAYFA9A1262240,0,16,16
SPAYFA9A1264260,0,42,42
SPAYFA9A1285240,0,26,26
SPAYFA9A1285260,0,108,108
SPAYFA9A12AC240,0,30,30
SPAYFA9A12AC260,0,252,252
SPAYFA9A12AD240,0,14,14
SPAYFA9A12AD260,0,330,330
SPAYFA9A1319260,0,614,614
SPAYFA9A1359260,0,816,816
SPAYFA9A1360260,0,740,740
SPAYFA9A1419240,0,586,586
SPAYFA9A1439240,0,846,846
SPAYFA9A1460240,0,808,808
SPAYFA9A1510240,0,342,342
SPAYFA9A1519240,0,162,162
SPAYFA9A1615240,0,126,126
SPAYFA9A1639240,0,94,94
SPAYFA9A5119085,0,298,298
SPAYFA9A5119090,0,144,144
SPAYFA9A5133085,0,66,66
SPAYFA9A5133090,0,64,64
SPAYFA9A5139085,0,224,224
SPAYFA9A5139090,0,118,118
SPAYFA9A5162085,0,40,40
SPAYFA9A5162090,0,18,18
SPAYFA9A5163085,0,72,72
SPAYFA9A5163090,0,40,40
SPAYFA9A51AA085,0,94,94
SPAYFA9A51AA090,0,78,78
SPAYFA9A5210999,0,70,70
SPAYFA9A5219999,0,114,114
SPAYFA9A5284999,0,456,456
SPAYFA9A5285999,0,310,310
SPAYFA9KG125140,0,4,4
SPAYFA9KG125150,0,20,20
SPAYFA9KG315130,0,16,16
SPAYFA9KG315140,0,20,20
SPAYFA9KG315150,0,18,18
SPAYFA9KG376130,0,8,8
SPAYFA9KG376140,0,10,10
SPAYFA9KG376150,0,18,18
SPAYFA9KG399130,0,16,16
SPAYFA9KG399140,0,24,24
SPAYFA9KG399150,0,24,24
SPAYFA9KU010130,0,8,8
SPAYFA9KU010140,0,16,16
SPAYFA9KU010150,0,12,12
SPAYFA9KU019130,0,14,14
SPAYFA9KU019140,0,14,14
SPAYFA9KU019150,0,28,28
SPAYFA9KU119130,0,6,6
SPAYFA9KU119140,0,10,10
SPAYFA9KU119150,0,4,4
SPAYFA9KU125130,0,8,8
SPAYFA9KU125140,0,6,6
SPAYFA9KU125150,0,22,22
SPAYFA9KU135130,0,10,10
SPAYFA9KU135140,0,16,16
SPAYFA9KU135150,0,26,26
SPAYFA9KU151140,0,10,10
SPAYFA9KU151150,0,18,18
SPAYFA9KU159130,0,2,2
SPAYFA9KU210130,0,8,8
SPAYFA9KU210140,0,6,6
SPAYFA9KU210150,0,16,16
SPAYFA9KU219130,0,8,8
SPAYFA9KU219140,0,12,12
SPAYFA9KU219150,0,78,78
SPAYFA9KU225130,0,6,6
SPAYFA9KU225140,0,10,10
SPAYFA9KU225150,0,20,20
SPAYFA9KU235130,0,8,8
SPAYFA9KU235140,0,10,10
SPAYFA9KU235150,0,14,14
SPAYFA9KU250140,0,16,16
SPAYFA9KU250150,0,18,18
SPAYG24A0110240,0,36,36
SPAYG24A0119240,0,8,8
SPAYG25A0110090,0,482,482
SPAYG25A0110095,0,482,482
SPAYG25A0110100,0,496,496
SPAYG25A0119090,0,278,278
SPAYG25A0119095,0,34,34
SPAYG25A0119100,0,258,258
SPAYG25A0210090,0,2182,2182
SPAYG25A0210095,0,2088,2088
SPAYG25A0219090,0,958,958
SPAYG25A0219095,0,788,788
SPAYG37A5115999,0,350,350
SPAYG37A5139999,0,30,30
SPAYGA9A0210090,0,5936,5936
SPAYGA9A0210095,0,10804,10804
SPAYGA9A0219090,0,1740,1740
SPAYGA9A0219095,0,5422,5422
SPAYGA9A0310090,0,13496,13496
SPAYGA9A0310095,0,13876,13876
SPAYGA9A0319090,0,4636,4636
SPAYGA9A0319095,0,9854,9854
SPAYGA9A0410090,0,8160,8160
SPAYGA9A0410095,0,8618,8618
SPAYGA9A0419090,0,1590,1590
SPAYGA9A0419095,0,3846,3846
SPAYGA9A1115240,0,28,28
SPAYGA9A1119240,0,120,120
SPAYGA9A1131240,0,20,20
SPAYGA9A1133240,0,30,30
SPAYGA9A1135240,0,38,38
SPAYGA9A1139240,0,56,56
SPAYGA9A1219260,0,82,82
SPAYGA9A1233240,0,16,16
SPAYGA9A1233260,0,70,70
SPAYGA9A1235240,0,32,32
SPAYGA9A1235260,0,12,12
SPAYGA9A1237240,0,4,4
SPAYGA9A1237260,0,30,30
SPAYGA9A1239240,0,18,18
SPAYGA9A1239260,0,22094,22094
SPAYGA9A1264240,0,2,2
SPAYGA9A1264260,0,30,30
SPAYGA9A1279260,0,10,10
SPAYGA9A1285240,0,18,18
SPAYGA9A1285260,0,54,54
SPAYGA9A12AC240,0,30,30
SPAYGA9A12AC260,0,56,56
SPAYGA9A12AD240,0,2,2
SPAYGA9A12AD260,0,28,28
SPAYGA9A1310090,0,532,532
SPAYGA9A1310095,0,2542,2542
SPAYGA9A1319090,0,204,204
SPAYGA9A1319095,0,1090,1090
SPAYGA9A1399090,0,1260,1260
SPAYGA9A1399095,0,4204,4204
SPAYGA9A1399100,0,244,244
SPAYGA9A5019085,0,2,2
SPAYGA9A5031090,0,2,2
SPAYGA9A5033090,0,2,2
SPAYGA9KG119130,0,96,96
SPAYGA9KG119140,0,128,128
SPAYGA9KG119150,0,274,274
SPAYGA9KG139130,0,74,74
SPAYGA9KG139140,0,180,180
SPAYGA9KG139150,0,442,442
SPAYGA9KG1AA130,0,132,132
SPAYGA9KG1AA140,0,162,162
SPAYGA9KG1AA150,0,536,536
SPAYGA9KG219130,0,106,106
SPAYGA9KG219140,0,160,160
SPAYGA9KG219150,0,292,292
SPAYGA9KG239130,0,298,298
SPAYGA9KG239140,0,248,248
SPAYGA9KG239150,0,494,494
SPAYGA9KG2AA130,0,162,162
SPAYGA9KG2AA140,0,182,182
SPAYGA9KG2AA150,0,386,386
SPAYGA9KU010130,0,2,2
SPAYGA9KU010150,0,2,2
SPAYGA9KU019150,0,8,8
SPAYGA9KU110140,0,2,2
SPAYGA9KU126150,0,2,2
SPBNE25W0110090,0,6,6
SPBNE25W0110095,0,2,2
SPBNE37W0264090,0,4,4
SPBNE37W9139085,0,2,2
SPBNE37W9139090,0,2,2
SPBNF37W0510085,0,2,2
SPBNF37W0510095,0,4,4
SPBNF37W0539090,0,2,2
SPBNF37W05MB090,0,2,2
SPBNF37W05MB095,0,2,2
SPBNF37W1010095,0,2,2
SPBNF49W0110085,0,16,16
SPBNF49W0110090,0,4,4
SPBNF49W0110095,0,22,22
SPBNF49W0119085,0,12,12
SPBNF49W0119090,0,12,12
SPBNF49W0119095,0,4,4
SPBNF49W0510085,0,18,18
SPBNF49W0510090,0,20,20
SPBNF49W0510095,0,10,10
SPBNF49W05MB085,0,26,26
SPBNF49W05MB090,0,14,14
SPBNF49W05MB095,0,2,2
SPBNF49W0719085,0,2,2
SPBNF49W0739085,0,2,2
SPBNF49W0739090,0,2,2
SPBNF49W0751085,0,4,4
SPBNF49W0751090,0,6,6
SPBNFA9W0119085,0,1610,1610
SPBNFA9W0119090,0,1362,1362
SPBNFA9W0119095,0,1458,1458
SPBNFA9W0139085,0,1812,1812
SPBNFA9W0139090,0,1318,1318
SPBNFA9W0139095,0,1854,1854
SPBNG24W9139999,0,2,2
SPBNG24W9519999,0,4,4
SPBNG37W0110085,0,4,4
SPBNG37W0119085,0,4,4
SPBNG37W0119095,0,2,2
SPBNG37W0135095,0,2,2
SPBNG37W0210085,0,410,410
SPBNG37W0210090,0,208,208
SPBNG37W0210095,0,90,90
SPBNG37W0240085,0,2,2
SPBNG37W0250085,0,2,2
SPBNG37W0250095,0,4,4
SPBNG37W0260085,0,294,294
SPBNG37W0260095,0,4,4
SPBNG37W9160999,0,2,2
SPBNG37W9210999,0,64,64
SPBNG37W9251999,0,14,14
SPBNG37W9410999,0,4,4
SPBNG37W9450999,0,10,10
SPBNG37W9559999,0,16,16
SPBNG37W9710999,0,76,76
SPBNG37W9715999,0,18,18
SPBNG38W9310085,0,2,2
SPBNG38W9310090,0,18,18
SPBNG38W9319085,0,10,10
SPBNG38W9319095,0,12,12
SPBNG38W9451085,0,2,2
SPBNG38W9451090,0,8,8
SPBNG38W9516085,0,2,2
SPBNG38W9516090,0,8,8
SPBNG38W9516095,0,26,26
SPBNGA9W5119085,0,2,2
SPBRGA9KG135150,0,6,6
SPBRGA9KG135160,0,4,4
SPBRGA9KG235160,0,2,2
SPBRGA9KG310140,0,24,24
SPBRGA9KG310160,0,2,2
SPBRGA9KG335140,0,12,12
SPBWE25W0219090,0,2,2
SPBWE25W0310085,0,2,2
SPBWE25W0310090,0,2,2
SPBWE25W0310095,0,2,2
SPBWE25W0335090,0,2,2
SPBWE25W0410095,0,2,2
SPBWE25W0510095,0,2,2
SPBWE25W0559095,0,2,2
SPBWE37W0359085,0,2,2
SPBWE37W0359090,0,2,2
SPBWE37W0359095,0,2,2
SPBWE37W0364085,0,2,2
SPBWE4TW0610085,0,4,4
SPBWE4TW0610090,0,4,4
SPBWE4TW0610095,0,4,4
SPBWE4TW0619085,0,4,4
SPBWE4TW0619090,0,6,6
SPBWE4TW0619095,0,4,4
SPBWE4TW0651085,0,6,6
SPBWE4TW0651090,0,4,4
SPBWE4TW0651095,0,4,4
SPBWEA9W0110085,0,100,100
SPBWEA9W0110090,0,96,96
SPBWEA9W0110095,0,78,78
SPBWEA9W0119085,0,66,66
SPBWEA9W0119090,0,40,40
SPBWEA9W0119095,0,24,24
SPBWEA9W0125085,0,6,6
SPBWEA9W0125090,0,2,2
SPBWEA9W0125095,0,2,2
SPBWEA9W0151085,0,72,72
SPBWEA9W0151090,0,60,60
SPBWEA9W0151095,0,58,58
SPBWF25W0864090,0,2,2
SPBWF49KG119120,0,42,42
SPBWF49KG119130,0,116,116
SPBWF49KG119140,0,130,130
SPBWF49KG119150,0,112,112
SPBWF49KG119160,0,90,90
SPBWF49KG139120,0,68,68
SPBWF49KG139130,0,134,134
SPBWF49KG139140,0,132,132
SPBWF49KG139150,0,124,124
SPBWF49KG139160,0,74,74
SPBWF49W0910085,0,20,20
SPBWF49W0910090,0,12,12
SPBWF49W0910095,0,20,20
SPBWF49W0919085,0,24,24
SPBWF49W0919090,0,24,24
SPBWF49W0919095,0,10,10
SPBWF49W0936085,0,8,8
SPBWF49W0936090,0,4,4
SPBWF49W0936095,0,6,6
SPBWF49W1010085,0,26,26
SPBWF49W1010090,0,6,6
SPBWF49W1010095,0,18,18
SPBWF49W1019085,0,32,32
SPBWF49W1019090,0,24,24
SPBWF49W1019095,0,26,26
SPBWF49W1036085,0,4,4
SPBWF49W1036090,0,6,6
SPBWF49W9119999,0,6,6
SPBWF49W9133999,0,6,6
SPBWF49W9210999,0,8,8
SPBWF49W9219999,0,8,8
SPBWF4TW9160999,0,6,6
SPBWF4TW9185999,0,10,10
