단품코드,단품명,정상가,매출랭킹,온라인랭킹,출고율,온라인비중,누판율,주판율,주간외형매출,inv_반응과,inv_공홈,inv_이랜드몰,inv_무신사,inv_지그재그,inv_네이버,inv_카카오선물하기,inv_amt_공홈,inv_amt_이랜드몰,inv_amt_무신사,inv_amt_지그재그,inv_amt_네이버,inv_amt_카카오선물하기,wh_amt_무신사,wh_amt_지그재그,wh_amt_네이버,wh_무신사,wh_지그재그,wh_네이버,ord_공홈,ord_이랜드몰,ord_무신사,ord_지그재그,ord_네이버,ord_카카오선물하기,daily_공홈,daily_이랜드몰,daily_무신사,daily_지그재그,daily_네이버,daily_카카오선물하기,daily_amt_공홈,daily_amt_이랜드몰,daily_amt_무신사,daily_amt_지그재그,daily_amt_네이버,daily_amt_카카오선물하기,in_qty,cum_qty,wk_qty,_last_date
SPMZG23C0159085,"[프렌치테리] 2-WAY 후드 집업, XS, (59)N",19900,6003,6003,0.988,0.7,0.9187,0.009,39800,2,0,0,3,0,11,0,0,0,119700,0,438900,0,199500,0,159600,5,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,332,305,3,2026-06-24
SPMZG23C0159090,"[프렌치테리] 2-WAY 후드 집업, S, (59)Na",0,9999,9999,0.989,0.7,0.9156,0.0,0,3,0,0,-1,-1,12,0,0,0,-39900,-39900,478800,0,0,-39900,79800,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,499,0,2026-06-24
SPMZG23C0159095,"[프렌치테리] 2-WAY 후드 집업, M, (59)Na",0,9999,9999,0.9797,0.7,0.9512,0.0,0,5,0,0,-3,-3,3,0,0,0,-119700,-119700,119700,0,159600,-159600,79800,4,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,702,0,2026-06-24
SPMZG23C0159100,"[프렌치테리] 2-WAY 후드 집업, L, (59)Na",19900,7363,7363,0.9921,0.7,0.9751,0.0013,19900,1,0,0,-4,-3,2,0,0,0,-159600,-119700,79800,0,119700,-119700,39900,3,-3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,764,745,1,2026-06-24
SPMZG23C0159105,"[프렌치테리] 2-WAY 후드 집업, XL, (59)N",0,9999,9999,0.9801,0.7,0.9585,0.0,0,1,0,0,-2,0,5,0,0,0,-79800,0,199500,0,39900,0,159600,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,531,0,2026-06-24
SPMZG23C0185085,"[프렌치테리] 2-WAY 후드 집업, XS, (85)B",0,9999,9999,0.9875,0.7,0.6262,0.0,0,2,0,4,14,12,62,0,0,159600,558600,478800,2473800,0,598500,478800,1875300,15,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,201,0,2026-06-24
SPMZG23C0185090,"[프렌치테리] 2-WAY 후드 집업, S, (85)Br",19900,7364,7364,0.9938,0.7,0.7984,0.0041,19900,2,0,0,0,0,47,0,0,0,0,0,1875300,0,0,0,359100,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,486,388,2,2026-06-24
SPMZG23C0185095,"[프렌치테리] 2-WAY 후드 집업, M, (85)Br",19900,7365,7365,0.9845,0.7,0.8856,0.0028,19900,5,0,0,-3,14,34,0,0,0,-119700,558600,1356600,0,79800,558600,239400,2,14,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,708,627,2,2026-06-24
SPMZG23C0185100,"[프렌치테리] 2-WAY 후드 집업, L, (85)Br",19900,3301,3301,0.9882,0.7,0.8969,0.0088,119400,0,0,0,2,19,17,0,0,0,79800,758100,678300,0,199500,758100,199500,5,19,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,679,609,6,2026-06-24
SPMZG23C0185105,"[프렌치테리] 2-WAY 후드 집업,",19900,7528,7528,0.9979,0.7,0.9384,0.0021,19900,0,0,0,0,13,11,0,0,0,0,518700,438900,0,119700,518700,159600,3,13,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,487,457,1,2026-06-24
SPMZG23C01AC085,"[프렌치테리] 2-WAY 후드 집, XS, (AC)Me",19900,7572,7572,0.9946,0.7,0.9639,0.0018,19900,1,0,0,-1,-2,11,0,0,0,-39900,-79800,438900,0,159600,-79800,119700,4,-2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,19900,0,554,534,1,2026-06-24
SPMZG23C01AC090,"[프렌치테리] 2-WAY 후드 집업, S, (AC)Me",19900,7429,7429,0.991,0.7,0.957,0.0012,19900,5,0,0,-6,20,19,0,0,0,-239400,798000,758100,0,119700,718200,239400,3,18,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,1602,2,2026-06-24
SPMZG23C01AC095,"[프렌치테리] 2-WAY 후드 집업, M, (AC)Me",19900,7366,7366,1.0,0.7,0.9839,0.0004,19900,0,0,0,-3,-5,10,0,0,0,-119700,-199500,399000,0,1037400,-199500,319200,26,-5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2424,2385,1,2026-06-24
SPMZG23C01AC100,"[프렌치테리] 2-WAY 후드 집업, L, (AC)Me",19900,6004,6004,1.0,0.7,1.0,0.0008,39800,0,1,0,0,-38,2,0,39900,0,0,-1516200,79800,0,1316700,-1556100,39900,33,-39,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,2618,2,2026-06-24
SPMZG23C01AC105,"[프렌치테리] 2-WAY 후드 집, XL, (AC)Me",0,9999,9999,0.9564,0.7,0.9573,0.0,0,28,0,0,-5,-7,5,0,0,0,-199500,-279300,199500,0,558600,-279300,159600,14,-7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2131,2040,0,2026-06-24
SPMZG23C0259085,"[프렌치테리] 2-WAY 스트라이프 후드 집업, XS,",0,9999,9999,1.0,0.7,0.4492,0.0,0,1,9,0,13,17,17,0,449100,0,648700,848300,848300,0,399200,-49900,848300,8,-1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,53,0,2026-06-24
SPMZG23C0259090,"[프렌치테리] 2-WAY 스트라이프 후드 집업, S, ",0,9999,9999,0.9937,0.7,0.5031,0.0063,0,0,0,0,3,19,15,0,0,0,149700,948100,748500,0,49900,-49900,748500,1,-1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,80,1,2026-06-24
SPMZG23C0259095,"[프렌치테리] 2-WAY 스트라이프 후드 집업, M, ",0,9999,9999,1.0,0.7,0.5952,0.0,0,0,0,0,31,22,16,0,0,0,1546900,1097800,798400,0,998000,-99800,798400,20,-2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,125,0,2026-06-24
SPMZG23C0259100,"[프렌치테리] 2-WAY 스트라이프 후드 집업, L, ",0,9999,9999,0.8872,0.7,0.4319,0.0,0,0,0,0,34,26,16,0,0,0,1696600,1297400,798400,0,1297400,49900,798400,26,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,111,0,2026-06-24
SPMZG23C0259105,"[프렌치테리] 2-WAY 스트라이프 후드 집업, XL,",0,9999,9999,1.0,0.7,0.4728,0.0,0,0,0,0,24,27,15,0,0,0,1197600,1347300,748500,0,898200,0,748500,18,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,87,0,2026-06-24
SPMZG23C0260090,"[프렌치테리] 2-WAY 스트라이프 후드, S, (60",24900,7099,7099,1.0,0.7,0.7683,0.0027,24900,0,0,0,39,32,7,0,0,0,1946100,1596800,349300,0,1497000,-199600,349300,30,-4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,751,577,2,2026-06-24
SPMZG23C0260095,"[프렌치테리] 2-WAY 스트라이프 후드, M, (60",23904,3295,3295,0.9958,0.7,0.6364,0.0051,119520,2,8,0,33,22,24,0,399200,0,1646700,1097800,1197600,0,499000,-249500,748500,10,-5,15,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,24900,0,0,1188,756,6,2026-06-24
SPMZG23C0260100,"[프렌치테리] 2-WAY 스트라이프 후드, L, (60",24900,5419,5419,0.9979,0.7,0.4514,0.0063,49800,0,34,0,74,29,30,0,1696600,0,3692600,1447100,1497000,0,848300,-149700,848300,17,-3,17,0,0,1,0,1,0,0,0,1,0,0,0,0,0,24900,0,0,0,1420,641,9,2026-06-24
SPMZG23C0260105,"[프렌치테리] 2-WAY 스트라이프 후드, XL, (6",0,9999,9999,0.9959,0.7,0.4415,0.0007,0,0,61,0,79,39,20,0,3043900,0,3942100,1946100,998000,0,1846300,0,598800,37,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1479,653,1,2026-06-24
SPMZG23C0260110,"[프렌치테리] 2-WAY 스트라이프 후, XXL, (6",24900,5420,5420,0.9916,0.7,0.8787,0.0084,49800,1,0,0,1,2,3,0,0,0,49900,99800,149700,0,99800,-49900,149700,2,-1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,239,210,2,2026-06-24
SPMZG23C0299085,[프렌치테리] 2-WAY 스트라이프,0,9999,9999,1.0,0.7,0.6701,0.0,0,0,0,0,20,24,13,0,0,0,998000,1197600,648700,0,648700,0,648700,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291,195,0,2026-06-24
SPMZG23C0299090,"[프렌치테리] 2-WAY 스트라이프 후드 집업, S, ",0,9999,9999,0.989,0.7,0.7441,0.0018,0,0,0,0,20,16,11,0,0,0,998000,798400,548900,0,548900,249500,548900,11,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,407,1,2026-06-24
SPMZG23C0299095,"[프렌치테리] 2-WAY 스트라이프 후드 집업, M, ",24070,4560,4560,0.9962,0.7,0.6218,0.0051,72210,0,14,0,59,25,17,0,698600,0,2944100,1247500,848300,0,1696600,-99800,848300,34,-2,17,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,788,490,4,2026-06-24
SPMZG23C0299100,"[프렌치테리] 2-WAY 스트라이프 후드 집업, L, ",24900,5421,5421,0.9975,0.7,0.5527,0.005,49800,0,13,0,54,34,16,0,648700,0,2694600,1696600,798400,0,1696600,0,798400,34,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,807,446,4,2026-06-24
SPMZG23C0299105,"[프렌치테리] 2-WAY 스트라이프 후드 집업, XL,",0,9999,9999,0.9969,0.7,0.575,0.0031,0,0,12,0,57,38,20,0,598800,0,2844300,1896200,998000,0,1896200,0,998000,38,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,372,2,2026-06-24
SPMZG23C0299110,[프렌치테리] 2-WAY 스트라이프,0,9999,9999,1.0,0.7,0.6364,0.0,0,0,0,0,1,9,0,0,0,0,49900,449100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,0,2026-06-24
SPMZG23CY159090,"(우디) 자수 후드 집업, S, (59)Navy",0,9999,9999,0.9847,0.7,0.8214,0.0,0,4,0,0,0,0,27,0,0,0,0,0,1347300,0,99800,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,377,0,2026-06-24
SPMZG23CY159095,"(우디) 자수 후드 집업, M, (59)Navy",0,9999,9999,0.9929,0.7,0.9,0.0,0,1,0,0,0,0,7,0,0,0,0,0,349300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,378,0,2026-06-24
SPMZG23CY159100,"(우디) 자수 후드 집업, L, (5",24900,7149,7149,0.9975,0.7,0.8975,0.005,24900,0,0,0,0,0,9,0,0,0,0,0,449100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24900,0,400,359,2,2026-06-24
SPMZG23CY159105,"(우디) 자수 후드 집업, XL, (59)Navy",0,9999,9999,0.9881,0.7,0.9228,0.0,0,2,0,0,0,0,2,0,0,0,0,0,99800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,311,0,2026-06-24
SPMZG23CY185090,"(우디) 자수 후드 집업, S, (85)Brown",0,9999,9999,0.981,0.7,0.6571,0.0,0,5,0,2,0,0,41,0,0,99800,0,0,2045900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,207,0,2026-06-24
SPMZG23CY185095,"(우디) 자수 후드 집업, M, (85)Brown",0,9999,9999,0.9744,0.7,0.7656,0.0037,0,4,0,0,0,0,17,0,0,0,0,0,848300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,209,1,2026-06-24
SPMZG23CY185100,"(우디) 자수 후드 집업, L, (8",0,9999,9999,1.0,0.7,0.7564,0.0,0,0,0,0,5,6,23,0,0,0,249500,299400,1147700,0,249500,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,177,0,2026-06-24
SPMZG23CY185105,"(우디) 자수 후드 집업, XL, (85)Brown",0,9999,9999,0.9742,0.7,0.8247,0.0,0,2,0,0,0,0,12,0,0,0,0,0,598800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,160,0,2026-06-24
SPMZG23CY199090,"(우디) 자수 후드 집업, S, (99)Mix",0,9999,9999,0.9841,0.7,0.7586,0.0,0,1,0,1,1,7,28,0,0,49900,49900,349300,1397200,0,49900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,286,0,2026-06-24
SPMZG23CY199095,"(우디) 자수 후드 집업, M, (99)Mix",24900,7150,7150,0.9879,0.7,0.8097,0.003,24900,0,0,0,0,6,18,0,0,0,0,299400,898200,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,24900,0,331,268,1,2026-06-24
SPMZG23CY199100,"(우디) 자수 후드 집업, L, (99)Mix",0,9999,9999,0.9857,0.7,0.7742,0.0,0,1,0,0,0,8,23,0,0,0,0,399200,1147700,0,49900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,216,0,2026-06-24
SPMZG23CY199105,"(우디) 자수 후드 집업, XL, (99)Mix",0,9999,9999,0.9742,0.7,0.824,0.0,0,3,0,0,0,0,19,0,0,0,0,0,948100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,192,0,2026-06-24
SPMZG23CY1AA090,"(우디) 자수 후드 집업, S, (AA)Light Me",0,8301,8301,0.9982,0.7,0.914,-0.0018,0,3,0,0,0,0,11,0,0,0,0,0,548900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,510,-1,2026-06-24
SPMZG23CY1AA095,"(우디) 자수 후드 집업, M, (AA)Light Me",0,8220,8220,0.9898,0.7,0.9223,0.0,1792,0,0,1,0,0,10,0,0,49900,0,0,499000,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,489,451,0,2026-06-24
SPMZG23CY1AA100,"(우디) 자수 후드 집업, L, (AA)Light Me",0,9999,9999,0.9952,0.7,0.9444,0.0,0,0,0,0,0,0,4,0,0,0,0,0,199600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,391,0,2026-06-24
SPMZG23CY1AA105,"(우디) 자수 후드 집, XL, (AA)Light Me",0,9999,9999,0.9942,0.7,0.9211,0.0,0,1,0,0,0,0,5,0,0,0,0,0,249500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,315,0,2026-06-24
SPMZG23CY259090,"BOSTON 래글런 후드 집업, S, (59)Navy",24900,4464,4464,0.9958,0.7,0.5095,0.0106,74700,1,14,0,39,30,0,0,698600,0,1946100,1497000,0,0,898200,-149700,0,18,-3,0,1,0,1,1,0,0,1,0,1,0,0,0,24900,0,24900,0,0,0,473,241,5,2026-06-24
SPMZG23CY259095,"BOSTON 래글런 후드 집업, M,",22410,7276,7276,0.9976,0.7,0.5529,0.0118,22410,0,0,0,34,31,0,0,0,0,1696600,1546900,0,0,748500,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,235,5,2026-06-24
SPMZG23CY259100,"BOSTON 래글런 후드 집업, L, (59)Navy",24900,4459,4459,1.0,0.7,0.6,0.0103,74700,0,1,1,27,26,0,0,49900,49900,1347300,1297400,0,0,449100,0,0,9,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,24900,0,0,0,390,234,4,2026-06-24
SPMZG23CY259105,"BOSTON 래글런 후드 집업, XL, (59)Navy",0,9999,9999,0.9945,0.7,0.6482,0.0028,0,2,3,0,17,20,1,0,149700,0,848300,998000,49900,0,149700,-49900,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,234,1,2026-06-24
SPMZG23CY260090,"BOSTON 래글런 후드 집업, S,",24900,7094,7094,0.9975,0.7,0.584,0.005,24900,0,3,0,26,35,0,0,149700,0,1297400,1746500,0,0,349300,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,233,2,2026-06-24
SPMZG23CY260095,"BOSTON 래글런 후드 집업, M,",24900,5438,5438,1.0,0.7,0.5733,0.0079,49800,0,7,1,27,30,0,0,349300,49900,1347300,1497000,0,0,299400,-49900,0,6,-1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,219,3,2026-06-24
SPMZG23CY260100,"BOSTON 래글런 후드 집업, L,",0,9999,9999,0.997,0.7,0.6383,0.003,0,0,0,0,15,23,0,0,0,0,748500,1147700,0,0,99800,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,210,1,2026-06-24
SPMZG23CY260105,"BOSTON 래글런 후드 집업, XL, (60)Char",0,9999,9999,1.0,0.7,0.6296,0.0093,0,0,0,0,14,22,0,0,0,0,698600,1097800,0,0,49900,-99800,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,204,3,2026-06-24
SPMZG23G0119085,"[프렌치테리] 여성 2-WAY 후드 집업, (19)Bl",18507,6207,6207,1.0,0.7,0.7142,0.003,37015,0,0,5,10,-2,85,0,0,199500,399000,-79800,3391500,0,399000,-79800,0,10,-2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312,937,4,2026-06-24
SPMZG23G0119090,"[프렌치테리] 여성 2-WAY 후드 집업, (19)Bl",0,9999,9999,1.0,0.7,0.7684,0.002,0,0,0,5,0,-1,52,0,0,199500,0,-39900,2074800,0,0,-39900,79800,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,1158,3,2026-06-24
SPMZG23G0119095,"[프렌치테리] 여성 2-WAY 후드 집업, (19)Bl",0,9999,9999,0.9912,0.7,0.8411,0.0024,0,0,0,9,0,2,31,0,0,359100,0,79800,1236900,0,0,0,39900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1252,1053,3,2026-06-24
SPMZG23G0121085,[프렌치테리] 여성 2-WAY 후드,0,9999,9999,1.0,0.7,0.5989,0.016,0,0,0,0,0,20,21,0,0,0,0,798000,837900,0,0,718200,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,112,3,2026-06-24
SPMZG23G0121090,[프렌치테리] 여성 2-WAY 후드,0,9999,9999,0.987,0.7,0.6948,0.0,0,0,0,0,0,17,9,0,0,0,0,678300,359100,0,0,558600,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,107,0,2026-06-24
SPMZG23G0121095,[프렌치테리] 여성 2-WAY 후드,0,9999,9999,0.994,0.7,0.7917,0.0,0,0,0,0,0,12,9,0,0,0,0,478800,359100,0,0,319200,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,133,0,2026-06-24
SPMZG23G0135085,"[프렌치테리] 여성 2-WAY 후드 집업, (35)Be",19900,7367,7367,0.9936,0.7,0.9628,0.0007,19900,1,0,0,0,12,3,0,0,0,0,478800,119700,0,0,279300,39900,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1396,1344,1,2026-06-24
SPMZG23G0135090,"[프렌치테리] 여성 2-WAY 후드 집업, (35)Be",18980,7604,7604,0.9963,0.7,0.9654,0.0007,18980,0,0,9,0,6,1,0,0,359100,0,239400,39900,0,0,-79800,0,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,1313,1,2026-06-24
SPMZG23G0135095,"[프렌치테리] 여성 2-WAY 후드 집업, (35)Be",0,9999,9999,0.9973,0.7,0.954,0.0,0,0,0,3,0,17,1,0,0,119700,0,678300,39900,0,0,319200,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,1078,0,2026-06-24
SPMZG23G0139085,"[프렌치테리] 여성 2-WAY 후드 집업, (39)Iv",19900,7368,7368,0.9878,0.7,0.9102,0.0016,19900,0,0,6,0,-3,5,0,0,239400,0,-119700,199500,0,0,-119700,0,0,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,1115,2,2026-06-24
SPMZG23G0139090,"[프렌치테리] 여성 2-WAY 후드 집업, (39)Iv",0,9999,9999,0.9945,0.7,0.9252,0.0011,0,0,0,0,0,0,4,0,0,0,0,0,159600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,841,1,2026-06-24
SPMZG23G0139095,"[프렌치테리] 여성 2-WAY 후드 집업, (39)Iv",0,9999,9999,0.9986,0.7,0.9123,0.0014,0,0,0,0,0,8,10,0,0,0,0,319200,399000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718,655,1,2026-06-24
SPMZG23G0160085,"[프렌치테리] 여성 2-WAY 후드 집업, (60)Ch",0,9999,9999,0.9956,0.7,0.9824,0.0,0,0,0,0,0,10,2,0,0,0,0,399000,79800,0,0,-159600,79800,0,-4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,1337,0,2026-06-24
SPMZG23G0160090,[프렌치테리] 여성 2-WAY 후드,0,9999,9999,0.9993,0.7,0.9856,0.0,0,0,0,0,0,10,1,0,0,0,0,399000,39900,0,0,-119700,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454,1433,0,2026-06-24
SPMZG23G0160095,"[프렌치테리] 여성 2-WAY 후드 집업, (60)Ch",0,9999,9999,0.9938,0.7,0.9813,0.0,0,0,1,0,-1,10,2,0,39900,0,-39900,399000,79800,0,0,0,79800,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,1259,0,2026-06-24
SPMZG23G0195085,"[프렌치테리] 여성 2-WAY 후드 집업, (95)Tw",19900,7369,7369,0.9899,0.7,0.9886,0.0007,19900,1,0,0,0,-1,0,0,0,0,0,-39900,0,0,0,-39900,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1487,1470,1,2026-06-24
SPMZG23G0195090,[프렌치테리] 여성 2-WAY 후드,0,9999,9999,0.9973,0.7,0.9966,0.0,0,0,0,0,0,-1,2,0,0,0,0,-39900,79800,0,0,-39900,79800,0,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474,1469,0,2026-06-24
SPMZG23G0195095,"[프렌치테리] 여성 2-WAY 후드 집업, (95)Tw",18980,7605,7605,0.9858,0.7,0.984,0.0009,18980,8,0,1,0,1,0,0,0,39900,0,39900,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,1108,1,2026-06-24
SPMZG23G01AA085,"[프렌치테리] 여성 2-, (AA)Light Melan",0,9999,9999,0.9981,0.7,0.902,0.0005,0,1,0,15,0,-2,37,0,0,598500,0,-79800,1476300,0,0,-79800,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2143,1933,1,2026-06-24
SPMZG23G01AA090,"[프렌치테리] 여성 2-, (AA)Light Melan",0,9999,9999,0.9953,0.7,0.938,0.0028,0,6,0,0,0,-3,19,0,0,0,0,-119700,758100,0,0,-119700,39900,0,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2144,2011,6,2026-06-24
SPMZG23G01AA095,"[프렌치테리] 여성 2-, (AA)Light Melan",0,9999,9999,0.9958,0.7,0.9221,0.0006,0,2,0,4,0,-5,27,0,0,159600,0,-199500,1077300,0,0,-239400,39900,0,-6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,1527,1,2026-06-24
SPMZG23G0252085,"여성 와플 후드 집업, (52)Dark Blue, S",24900,7132,7132,0.9977,0.7,0.9122,0.0011,24900,1,0,0,3,-3,30,0,0,0,149700,-149700,1497000,0,249500,-149700,49900,5,-3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,24900,0,877,800,1,2026-06-24
SPMZG23G0252090,"여성 와플 후드 집업, (52)Dar",24900,5422,5422,0.9981,0.7,0.9557,0.0019,49800,0,0,0,4,0,25,0,0,0,199600,0,1247500,0,249500,-99800,0,5,-2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1062,1015,2,2026-06-24
SPMZG23G0252095,"여성 와플 후드 집업, (52)Dark Blue, L",0,8335,8335,0.9964,0.7,0.9619,0.0009,0,3,0,0,1,1,5,0,0,0,49900,49900,249500,0,49900,0,49900,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24900,0,1103,1061,1,2026-06-24
SPMZG23G0285085,"여성 와플 후드 집업, (85)Brown, S",24900,5423,5423,0.9944,0.7,0.8419,0.0022,49800,5,0,0,1,-1,98,0,0,0,49900,-49900,4890200,0,49900,-99800,49900,1,-2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,24900,0,898,756,2,2026-06-24
SPMZG23G0285090,"여성 와플 후드 집업, (85)Brown, M",24900,5424,5424,0.9913,0.7,0.8315,0.0022,49800,7,0,0,3,0,84,0,0,0,149700,0,4191600,0,149700,0,249500,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,920,765,2,2026-06-24
SPMZG23G0285095,"여성 와플 후드 집업, (85)Bro",0,8302,8302,1.0,0.7,0.9229,0.0,0,0,0,0,1,0,34,0,0,0,49900,0,1696600,0,49900,0,99800,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,752,694,0,2026-06-24
SPMZG23G02AC085,"여성 와플 후드 집업, (AC)Melange Gray,",0,8547,8547,0.9793,0.7,0.9123,-0.0009,-49800,4,0,0,3,-2,36,0,0,0,149700,-99800,1796400,0,149700,-149700,0,3,-3,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1061,968,-1,2026-06-24
SPMZG23G02AC090,"여성 와플 후드 집업, (AC)Melange Gray,",0,8269,8269,1.0,0.7,0.9514,0.0,0,0,0,0,1,-7,21,0,0,0,49900,-349300,1047900,0,99800,-349300,99800,2,-7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,1077,0,2026-06-24
