단품코드,단품명,정상가,매출랭킹,온라인랭킹,출고율,온라인비중,누판율,주판율,주간외형매출,inv_반응과,inv_공홈,inv_이랜드몰,inv_무신사,inv_지그재그,inv_네이버,inv_카카오선물하기,inv_amt_공홈,inv_amt_이랜드몰,inv_amt_무신사,inv_amt_지그재그,inv_amt_네이버,inv_amt_카카오선물하기,wh_amt_무신사,wh_amt_지그재그,wh_amt_네이버,wh_무신사,wh_지그재그,wh_네이버,ord_공홈,ord_이랜드몰,ord_무신사,ord_지그재그,ord_네이버,ord_카카오선물하기,daily_공홈,daily_이랜드몰,daily_무신사,daily_지그재그,daily_네이버,daily_카카오선물하기,daily_amt_공홈,daily_amt_이랜드몰,daily_amt_무신사,daily_amt_지그재그,daily_amt_네이버,daily_amt_카카오선물하기,in_qty,cum_qty,wk_qty,_last_date
SPABGA9A5119095,"남성 이태리레더 D링 벨트, (19)",0,9999,9999,0.9933,0.7,0.8,0.0067,0,0,0,0,-1,0,0,0,0,0,-29900,0,0,0,-29900,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,480,4,2026-06-24
SPABGA9A5119100,"남성 이태리레더 D링 벨트, (19)",29900,4907,4907,0.99,0.7,0.8125,0.02,59800,0,0,0,1,0,0,0,0,0,29900,0,0,0,29900,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,325,8,2026-06-24
SPABGA9A5219095,"남성 이태리레더 벨트, (19)Bla",0,9999,9999,0.9967,0.7,0.7633,0.0133,0,0,0,0,2,0,0,0,0,0,59800,0,0,0,29900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,458,8,2026-06-24
SPABGA9A5219100,"남성 이태리레더 벨트, (19)Bla",0,9999,9999,0.995,0.7,0.7225,0.0125,0,0,0,0,2,0,0,0,0,0,59800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,289,5,2026-06-24
SPABGA9A5319095,"남성 이태리레더 볼륨 벨트, (19)",29900,6728,6728,1.0,0.7,0.7717,0.0233,29900,0,0,0,1,0,0,0,0,0,29900,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,463,14,2026-06-24
SPABGA9A5319100,"남성 이태리레더 볼륨 벨트, (19)",0,9999,9999,0.995,0.7,0.77,0.0175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-29900,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,308,7,2026-06-24
SPABGA9A5519999,"여성 이태리레더 벨트, (19)Bla",0,9999,9999,0.994,0.7,0.611,0.025,0,0,0,0,1,0,0,0,0,0,29900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,611,25,2026-06-24
SPABGA9A5522999,"여성 이태리레더 벨트, (22)Dar",29900,4932,4932,0.995,0.7,0.396,0.018,59800,0,0,0,0,13,0,0,0,0,0,388700,0,0,0,388700,0,0,13,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,29900,0,0,1000,396,18,2026-06-24
SPABGA9A9819999,"(QR) 웨스턴 벨트, (19)Bla",10475,5700,5700,1.0,0.7,0.3869,0.1457,41900,0,23,0,1,0,0,0,365700,0,15900,0,0,0,0,0,0,0,0,0,4,0,-1,1,0,0,1,0,0,0,0,0,1650,0,0,0,0,0,199,77,29,2026-06-24
SPABGA9A9919999,"(QR) 아일렛 펀칭 벨트, (19)",15936,4235,4235,1.0,0.7,0.17,0.055,79680,0,32,0,0,8,0,0,636800,0,0,159200,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,34,11,2026-06-24
SPACG23U0119999,"[몰티즈] 볼캡, (19)Black,",22876,4760,4760,1.0,0.7,0.1325,0.0132,68630,0,129,0,0,0,0,0,3341100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,40,4,2026-06-24
SPACG23U0215999,"[톰과제리] 볼캡, (15)Gray, FREE",28405,3413,3413,0.798,0.7,0.256,0.016,113620,101,116,0,54,0,20,0,3468400,0,1614600,0,598000,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,128,8,2026-06-24
SPACG24A5059999,"피그먼트 볼캡, (59)Navy, FREE",16886,3655,3655,0.9525,0.7,0.3075,0.045,101320,19,17,0,10,9,18,0,440300,0,259000,233100,466200,0,0,103600,0,0,4,0,3,0,1,1,1,0,2,0,0,0,0,0,29310,0,0,0,0,0,400,123,18,2026-06-24
SPACG24A5060999,"피그먼트 볼캡, (60)Charcoal, FREE",15080,4420,4420,0.5925,0.7,0.1175,0.0175,75400,326,29,0,7,7,19,0,751100,0,181300,181300,492100,0,0,77700,0,0,3,0,3,0,0,2,0,0,1,0,0,1,0,0,14980,0,0,15900,0,0,800,94,14,2026-06-24
SPACG24A5116999,"[ACTIVE] 경량 캠프캡, (16)Light Gra",14180,5691,5691,0.9933,0.7,0.3267,0.0233,42540,0,16,0,6,2,6,0,318400,0,119400,39800,119400,0,0,39800,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,98,7,2026-06-24
SPACG24A5119999,"[ACTIVE] 경량 캠프캡, (19)Black, FR",14310,6832,6832,0.9933,0.7,0.4667,0.0333,28620,8,13,0,0,1,3,0,258700,0,0,19900,59700,0,0,19900,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,140,10,2026-06-24
SPACG24A5149999,"[ACTIVE] 경량 캠프캡, (49",15370,5571,5571,0.9967,0.7,0.1433,0.01,46110,0,17,0,12,9,9,0,338300,0,238800,179100,179100,0,0,179100,0,0,9,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,15900,0,0,0,300,43,3,2026-06-24
SPACG24A5160999,"[ACTIVE] 경량 캠프캡, (60",19900,7398,7398,0.9967,0.7,0.34,0.0367,19900,0,19,0,7,8,10,0,378100,0,139300,159200,199000,0,0,159200,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,102,11,2026-06-24
SPACG24A5185999,"[ACTIVE] 경량 캠프캡, (85",0,9999,9999,0.9967,0.7,0.1633,0.0067,0,0,18,0,8,5,9,0,358200,0,159200,99500,179100,0,0,99500,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,49,2,2026-06-24
SPACG24KU110999,"[키즈] 썸머 메쉬 볼캡, (10)White, FREE",0,9999,9999,1.0,0.7,0.5633,0.0067,0,0,3,5,6,0,0,0,77700,129500,155400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,169,2,2026-06-24
SPACG24KU159999,"[키즈] 썸머 메쉬 볼캡, (59)N",25900,5251,5251,1.0,0.7,0.4567,0.0233,51800,0,8,8,6,0,8,0,207200,207200,155400,0,207200,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,300,137,7,2026-06-24
SPACG24KU176999,"[키즈] 썸머 메쉬 볼캡, (76)L",25900,6997,6997,1.0,0.7,0.43,0.0233,25900,0,7,0,6,0,0,0,181300,0,155400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,129,7,2026-06-24
SPACG24KU226999,"[키즈] (경량) 와이드 버킷햇, (",10795,7304,7304,1.0,0.7,0.5451,0.0417,21590,0,10,0,3,0,1,0,199000,0,59700,0,19900,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,157,12,2026-06-24
SPACG24KU259999,"[키즈] (경량) 와이드 버킷햇, (59)Navy, F",14272,3400,3400,0.9898,0.7,0.4422,0.0578,114180,3,5,0,2,0,0,0,99500,0,39800,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,130,17,2026-06-24
SPACG25A5020999,"그래픽 볼캡, (20)Red, FREE",0,9999,9999,0.7925,0.7,0.18,0.0225,0,85,19,0,11,9,8,0,492100,0,284900,233100,207200,0,0,103600,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,72,9,2026-06-24
SPACG25A5043999,"그래픽 볼캡, (43)R/Blue, FREE",15900,7933,7933,0.835,0.7,0.265,0.02,15900,69,4,0,11,8,11,0,103600,0,284900,207200,284900,0,0,77700,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400,106,8,2026-06-24
SPACG25A5062999,"그래픽 볼캡, (62)Hunter, FREE",15900,7950,7950,0.8775,0.7,0.3,0.05,15900,49,19,0,15,7,8,0,492100,0,388500,181300,207200,0,0,51800,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400,120,20,2026-06-24
SPACG25A5085999,"그래픽 볼캡, (85)Brown, FREE",15900,7946,7946,0.9775,0.7,0.46,0.045,15900,12,16,0,10,9,10,0,414400,0,259000,233100,259000,0,0,129500,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,184,18,2026-06-24
SPACG25U0180999,"[포켓몬] 볼캡, (80)Orange",23957,3805,3805,0.996,0.7,0.43,0.008,95830,0,283,0,0,0,0,0,7329700,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,215,4,2026-06-24
SPACGA9A5019999,"(우디) 볼캡, (19)Black,",19900,3735,3735,0.9485,0.7,0.473,0.0193,99500,0,14,0,1,10,14,0,278600,0,19900,199000,278600,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,1277,52,2026-06-24
SPACGA9A5031999,"(우디) 볼캡, (31)Light Y",17910,7719,7719,1.0,0.7,0.36,0.0367,17910,0,18,0,5,8,5,0,358200,0,99500,159200,99500,0,0,159200,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,108,11,2026-06-24
SPACGA9A5035999,"(우디) 볼캡, (35)Beige,",19900,4985,4985,0.9333,0.7,0.7013,0.0113,59700,0,11,0,0,-1,0,0,218900,0,0,-19900,0,0,0,-19900,0,0,-1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1052,17,2026-06-24
SPACGA9A5051999,"(우디) 볼캡, (51)Light B",19900,7390,7390,1.0,0.7,0.6833,0.0267,19900,0,15,0,0,0,0,0,298500,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,205,8,2026-06-24
SPACGA9A5059999,"(우디) 볼캡, (59)Navy, F",17910,7720,7720,0.9363,0.7,0.6419,0.0125,17910,0,6,0,0,0,0,0,119400,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,1027,20,2026-06-24
SPACGA9A5062999,"(우디) 볼캡, (62)Hunter,",19502,3772,3772,0.8881,0.7,0.3925,0.0194,97510,0,8,0,1,9,3,0,159200,0,19900,179100,59700,0,0,79600,0,0,4,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,628,31,2026-06-24
SPACGA9A5150999,"그래픽 볼캡, (50)Blue, FR",25900,5275,5275,0.942,0.7,0.32,0.0187,51800,0,11,0,10,14,5,0,284900,0,259000,362600,129500,0,0,233100,0,0,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,480,28,2026-06-24
SPACGA9A5155999,"그래픽 볼캡, (55)Indigo,",23955,5495,5495,0.9385,0.7,0.386,0.0165,47910,0,13,0,8,18,5,0,336700,0,207200,466200,129500,0,0,336700,0,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,772,33,2026-06-24
SPACGA9A5159999,"그래픽 볼캡, (59)Navy, FR",25900,5287,5287,0.9987,0.7,0.666,0.022,51800,0,0,0,0,-1,11,0,0,0,0,-25900,284900,0,25900,-25900,0,1,-1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,999,33,2026-06-24
SPACGA9A5160999,"그래픽 볼캡, (60)Charcoal",0,8314,8314,0.993,0.7,0.58,0.022,0,0,13,0,3,0,3,0,336700,0,77700,0,77700,0,0,-25900,0,0,-1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,580,22,2026-06-24
SPACGA9KU131999,"[키즈] 쿠디 볼캡, (31)Ligh",0,9999,9999,0.992,0.7,0.284,0.0047,0,0,50,40,3,0,41,0,995000,796000,59700,0,815900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,426,7,2026-06-24
SPACGA9KU139999,"[키즈] 쿠디 볼캡, (39)Ivor",19900,4982,4982,0.8705,0.7,0.2568,0.0095,59700,0,62,40,4,0,52,0,1233800,796000,79600,0,1034800,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,39800,0,2200,565,21,2026-06-24
SPACGA9KU156999,"[키즈] 쿠디 볼캡, (56)Ligh",0,9999,9999,0.9223,0.7,0.3473,0.0064,0,0,57,13,3,0,18,0,1134300,258700,59700,0,358200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,764,14,2026-06-24
SPACGA9KU157999,"[키즈] 쿠디 볼캡, (57)Dark",19900,5991,5991,0.7423,0.7,0.1545,0.0027,39800,0,60,33,4,0,39,0,1194000,656700,79600,0,776100,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,340,6,2026-06-24
SPACGA9KU219999,"[키즈] 그래픽 볼캡, (19)Bla",17910,6482,6482,0.9875,0.7,0.3483,0.0075,35820,0,2,19,4,0,21,0,39800,378100,79600,0,417900,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,418,9,2026-06-24
SPACGA9KU250999,"[키즈] 그래픽 볼캡, (50)Blu",670,8240,8240,0.8027,0.7,0.162,0.0047,670,0,25,41,3,0,32,0,497500,815900,59700,0,636800,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,243,7,2026-06-24
SPACGA9KU264999,"[키즈] 그래픽 볼캡, (64)Cre",19900,7470,7470,0.8973,0.7,0.2493,0.004,19900,0,33,47,5,0,35,0,656700,935300,99500,0,696500,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,374,6,2026-06-24
SPACGA9KU920999,"[키즈] (QR) 노르딕 비니, (2",0,9999,9999,1.0,0.7,0.0435,0.0,0,0,0,1,0,0,0,0,0,15900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,0,2026-06-24
SPACGA9KU939999,"[키즈] (QR) 노르딕 비니, (3",0,9999,9999,1.0,0.7,0.2121,0.0,0,0,0,1,0,0,0,0,0,15900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,21,0,2026-06-24
SPAGGA9A9085999,"(QR) 울 핑거리스워머, (85)B",0,9999,9999,1.0,0.7,0.42,0.0,0,0,0,0,1,0,0,0,0,0,19900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,21,0,2026-06-24
SPAKG11U0219999,"[하츠네미쿠] 경량 백팩, (19)B",59900,4892,4892,0.9367,0.7,0.6639,0.0007,59900,0,-93,0,73,0,0,0,-5570700,0,4372700,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470,976,1,2026-06-24
SPAKG11U0325999,"[은혼] 도시락 가방, (25)Pin",0,9999,9999,0.992,0.7,0.826,0.0,0,0,74,0,0,0,0,0,2212600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,413,0,2026-06-24
SPAKG11U0384999,"[은혼] 도시락 가방, (84)Min",0,9999,9999,0.998,0.7,0.546,0.0,0,0,222,0,0,0,0,0,6637800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,273,0,2026-06-24
SPAKG11U0450999,(QR) [헌터X헌터] 노트북 파우치,0,9999,9999,0.9967,0.7,0.97,0.0,0,0,1,0,0,0,0,0,29900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,291,0,2026-06-24
SPAKG11U0520999,"[SPAO l 999HUMANITY] 플러피, (20)",0,9999,9999,0.99,0.7,0.072,0.0,0,0,133,100,0,0,98,0,2114700,1590000,0,0,1558200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,36,0,2026-06-24
SPAKG11U0559999,[SPAO l 999HUMANITY],0,8346,8346,0.994,0.7,0.212,0.0,-210,0,89,93,0,0,91,0,1415100,1478700,0,0,1446900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,106,0,2026-06-24
SPAKG23U0119100,"[가나디] 당도체고 노트북 파우치, (19)Black,",35900,4647,4647,0.979,0.7,0.69,0.002,71800,17,0,0,0,0,1,0,0,0,0,0,35900,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,690,2,2026-06-24
SPAKG23U0130095,"[가나디] 당도체고 노트북 파우치, (30)Yellow",35900,3554,3554,0.957,0.7,0.351,0.004,107700,42,20,0,91,0,57,0,718000,0,3266900,0,2046300,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,35900,0,1000,351,4,2026-06-24
SPAKG23U0284095,"[한교동] 노트북 파우치, (84)M",28903,1797,1797,0.9989,0.7,0.8432,0.0102,260130,0,93,0,36,0,0,0,2780700,0,1076400,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,1,0,1,0,0,0,26910,0,29900,0,0,0,880,742,9,2026-06-24
SPAKG23U0284100,"[한교동] 노트북 파우치, (84)M",28704,2948,2948,1.0,0.7,0.875,0.0069,143520,0,79,0,3,0,0,0,2362100,0,89700,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,-1,0,0,0,0,0,-29900,0,0,0,720,630,5,2026-06-24
SPAKG23U0320999,"[버터베어] 경량 숄더백, (20)Red, FREE",26910,5183,5183,0.996,0.7,0.19,0.004,53820,3,400,0,0,0,0,0,11960000,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,26910,0,0,0,0,0,500,95,2,2026-06-24
SPAKG23U0519095,"[망그러진곰] 할 수 있다 노트북 파우치, (19)Bl",35900,3547,3547,0.3717,0.7,0.2467,0.005,107700,377,24,0,0,0,31,20,861600,0,0,0,1112900,718000,0,0,753900,0,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,600,148,3,2026-06-24
SPAKG23U0519100,"[망그러진곰] 할 수 있다 노트북 파우치, (19)Bl",35900,6421,6421,0.6575,0.7,0.5675,0.0025,35900,137,0,0,0,0,16,20,0,0,0,0,574400,718000,0,0,502600,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,400,227,1,2026-06-24
SPAKG24A0126999,"시어서커 빅 숄더백, (26)Light Pink, FR",17910,7804,7804,0.778,0.7,0.082,0.008,17910,111,14,0,3,23,10,0,418600,0,89700,687700,299000,0,0,657800,0,0,22,0,1,0,0,0,0,0,1,0,0,0,0,0,17910,0,0,0,0,0,500,41,4,2026-06-24
SPAKG24A0131999,"시어서커 빅 숄더백, (31)Light Yellow, ",23233,4746,4746,0.6693,0.7,0.1933,0.022,69700,491,15,0,5,18,9,0,448500,0,149500,538200,269100,0,0,508300,0,0,17,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,290,33,2026-06-24
SPAKG24A0139999,"시어서커 빅 숄더백, (39)Ivory, FREE",21906,4819,4819,0.792,0.7,0.176,0.038,65720,104,13,0,3,12,10,0,388700,0,89700,358800,299000,0,0,328900,0,0,11,0,2,0,0,1,0,0,1,0,0,0,0,0,17910,0,0,0,0,0,500,88,19,2026-06-24
SPAKG24A0151999,"시어서커 빅 숄더백, (51)Light Blue, FR",18905,6148,6148,0.642,0.7,0.1413,0.022,37810,537,14,0,3,14,10,0,418600,0,89700,418600,299000,0,0,358800,0,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,212,33,2026-06-24
SPAKG24A0164999,"시어서커 빅 숄더백, (64)Cream, FREE",20537,2034,2034,0.908,0.7,0.408,0.076,225910,26,11,0,1,3,13,0,328900,0,29900,89700,388700,0,0,-29900,0,0,-1,0,1,0,3,7,0,0,0,0,0,1,0,0,0,0,0,19900,0,0,500,204,38,2026-06-24
SPAKG24A0184999,"시어서커 빅 숄더백, (84)Mint, FREE",0,9999,9999,0.792,0.7,0.162,0.014,0,124,14,0,4,20,9,0,418600,0,119600,598000,269100,0,0,538200,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,81,7,2026-06-24
SPAKG24A0239999,"시어서커 짐색, (39)Ivory, FREE",17301,3608,3608,0.97,0.7,0.307,0.039,103810,28,14,0,2,7,7,0,362600,0,51800,181300,181300,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,2,0,0,0,0,0,31800,0,0,0,1000,307,39,2026-06-24
SPAKG24A0251999,"시어서커 짐색, (51)Light Blue, FREE",25900,6949,6949,0.924,0.7,0.182,0.028,25900,73,15,0,5,13,10,0,388500,0,129500,336700,259000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,182,28,2026-06-24
SPAKG24A0320999,"미니 파우치 키링, (20)Red, FREE",0,9999,9999,0.9933,0.7,0.74,0.0133,0,2,0,0,0,0,7,0,0,0,0,0,69300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,222,4,2026-06-24
SPAKG24A0343999,"미니 파우치 키링, (43)R/Blue, FREE",0,9999,9999,0.992,0.7,0.398,0.022,0,3,10,0,0,0,15,0,99000,0,0,0,148500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,199,11,2026-06-24
SPAKG24A0362999,"미니 파우치 키링, (62)Hunter, FREE",0,9999,9999,0.9933,0.7,0.47,0.0233,0,2,0,0,0,0,15,0,0,0,0,0,148500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,141,7,2026-06-24
SPAKG24A0385999,"미니 파우치 키링, (85)Brown, FREE",8900,7835,7835,0.994,0.7,0.38,0.016,17800,3,8,0,4,0,15,0,79200,0,39600,0,148500,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7900,0,0,0,500,190,8,2026-06-24
SPAKG25U0140999,"[개구리 중사 케로로] 노트북 파우치, (40)Gree",0,9999,9999,0.998,0.7,0.987,0.0,0,0,1,0,1,0,0,0,29900,0,29900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,987,0,2026-06-24
SPAKG25U0219999,"[미니틴] 경량 백팩, (19)Bla",46010,5573,5573,1.0,0.7,0.784,0.002,46010,0,2,0,0,0,0,0,99800,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,392,1,2026-06-24
SPAKG25U0319999,"[악마는 프라다를 입는다] 바게트백,",44910,3075,3075,0.99,0.7,0.3767,0.01,134730,0,79,0,0,0,0,0,3942100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,44910,0,0,0,0,0,300,113,3,2026-06-24
SPAKG25U0420999,"[먼작귀] 먼가 작고 귀여운 여름 비치백, (20)Re",18975,1781,1781,0.8209,0.7,0.3961,0.0348,265660,174,206,0,64,0,0,0,4099400,0,1273600,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,1,0,0,0,0,0,17910,0,0,0,0,0,977,387,34,2026-06-24
SPAKG25U0520999,"[먼작귀] 먼가 작고 귀여운 여름 파우치, (20)Re",8213,7158,7158,0.957,0.7,0.627,0.039,24640,43,161,0,71,0,0,0,1593900,0,702900,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,627,39,2026-06-24
SPAKG25U0625095,"[리락쿠마] 노트북 파우치, (25)",28903,4000,4000,1.0,0.7,0.2219,0.0094,86710,0,213,0,36,0,0,0,6368700,0,1076400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,71,3,2026-06-24
SPAKG25U0625100,"[리락쿠마] 노트북 파우치, (25)",0,8568,8568,1.0,0.7,0.1812,-0.0042,-62790,0,333,0,60,0,0,0,9956700,0,1794000,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,87,-2,2026-06-24
SPAKG37A1016999,"(경량) 립스탑 멀티포켓 크로스백, (16)Light ",0,9999,9999,0.0,0.7,0.0,0.0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,2026-06-24
SPAKG37A1017999,"(경량) 립스탑 멀티포켓 크로스백, (17)Dark G",0,9999,9999,0.0,0.7,0.0,0.0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,2026-06-24
SPAKG37A1019999,"(경량) 립스탑 멀티포켓 크로스백, (19)Black,",0,9999,9999,0.0,0.7,0.0,0.0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,2026-06-24
SPAKG37A1049999,"(경량) 립스탑 멀티포켓 크로스백, (49)Khaki,",0,9999,9999,0.0,0.7,0.0,0.0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,2026-06-24
SPAKG37A1116999,"(경량) 립스탑 미니 호보백, (16)Light Gra",0,9999,9999,0.08,0.7,0.0,0.0,0,276,0,0,3,15,5,0,0,0,77700,388500,129500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,2026-06-24
SPAKG37A1117999,"(경량) 립스탑 미니 호보백, (17)Dark Gray",0,9999,9999,0.12,0.7,0.01,0.0,0,176,0,0,3,15,3,0,0,0,77700,388500,77700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,2,0,2026-06-24
