단품코드,단품명,정상가,매출랭킹,온라인랭킹,출고율,온라인비중,누판율,주판율,주간외형매출,inv_반응과,inv_공홈,inv_이랜드몰,inv_무신사,inv_지그재그,inv_네이버,inv_카카오선물하기,wh_무신사,wh_지그재그,wh_네이버,ord_공홈,ord_이랜드몰,ord_무신사,ord_지그재그,ord_네이버,ord_카카오선물하기
SPABGA9A5119095,"남성 이태리레더 D링 벨트, (19)Black, M",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPABGA9A5119100,"남성 이태리레더 D링 벨트, (19)Black, L",29900,4925,4925,0.92,0.7,0.5,0.15,59800,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SPABGA9A5219095,"남성 이태리레더 벨트, (19)Black, M",0,9999,9999,0.92,0.7,0.5,0.15,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPABGA9A5219100,"남성 이태리레더 벨트, (19)Black, L",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SPABGA9A5319095,,29900,6692,6692,0.92,0.7,0.5,0.15,29900,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SPABGA9A5319100,"남성 이태리레더 볼륨 벨트, (19)Black, L",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPABGA9A5519999,"여성 이태리레더 벨트, (19)Black, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPABGA9A5522999,"여성 이태리레더 벨트, (22)Dark Brown, F",29900,4926,4926,0.92,0.7,0.5,0.15,59800,7,0,0,0,14,0,0,0,0,0,0,0,1,1,0,0
SPABGA9A9819999,,14037,5124,5124,0.92,0.7,0.5,0.15,56150,0,24,0,1,0,0,0,0,0,0,3,0,-1,2,0,0
SPABGA9A9919999,,14945,4978,4978,0.92,0.7,0.5,0.15,59780,0,32,0,0,0,0,0,0,0,0,2,0,0,2,0,0
SPACG23U0119999,,22985,3885,3885,0.92,0.7,0.5,0.15,91940,0,129,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SPACG23U0215999,"[톰과제리] 볼캡, (15)Gray, FREE",28405,3417,3417,0.92,0.7,0.5,0.15,113620,101,116,0,54,0,0,0,0,0,0,2,0,2,0,0,0
SPACG24A5059999,"피그먼트 볼캡, (59)Navy, FREE",18002,4566,4566,0.92,0.7,0.5,0.15,72010,19,19,0,10,4,0,0,0,0,0,1,0,1,1,1,0
SPACG24A5060999,"피그먼트 볼캡, (60)Charcoal, FREE",14840,5692,5692,0.92,0.7,0.5,0.15,44520,326,30,0,7,4,0,0,0,0,0,2,0,0,1,0,0
SPACG24A5116999,"[ACTIVE] 경량 캠프캡, (16)Light Gra",14180,5714,5714,0.92,0.7,0.5,0.15,42540,0,16,0,6,2,0,0,0,0,0,2,0,0,0,1,0
SPACG24A5119999,"[ACTIVE] 경량 캠프캡, (19)Black, FR",16173,5527,5527,0.92,0.7,0.5,0.15,48520,8,13,0,0,1,0,0,0,0,0,2,0,0,0,1,0
SPACG24A5149999,,15105,6674,6674,0.92,0.7,0.5,0.15,30210,0,17,0,13,9,0,0,0,0,0,1,0,0,0,1,0
SPACG24A5160999,,19900,6031,6031,0.92,0.7,0.5,0.15,39800,0,19,0,7,8,0,0,0,0,0,0,0,2,0,0,0
SPACG24A5185999,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,18,0,8,5,0,0,0,0,0,0,0,0,0,0,0
SPACG24KU110999,"[키즈] 썸머 메쉬 볼캡, (10)White, FREE",25900,6942,6942,0.92,0.7,0.5,0.15,25900,0,3,5,6,0,0,0,0,0,0,0,1,0,0,0,0
SPACG24KU159999,,25900,4293,4293,0.92,0.7,0.5,0.15,77700,0,8,8,6,0,0,0,0,0,0,0,2,0,0,1,0
SPACG24KU176999,,25900,5291,5291,0.92,0.7,0.5,0.15,51800,0,7,0,6,0,0,0,0,0,0,0,0,2,0,0,0
SPACG24KU226999,,13166,6102,6102,0.92,0.7,0.5,0.15,39500,0,10,0,3,0,0,0,0,0,0,2,0,1,0,0,0
SPACG24KU259999,"[키즈] (경량) 와이드 버킷햇, (59)Navy, F",14272,3401,3401,0.92,0.7,0.5,0.15,114180,3,5,0,2,0,0,0,0,0,0,5,2,1,0,0,0
SPACG25A5020999,"그래픽 볼캡, (20)Red, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,85,19,0,11,4,0,0,0,0,0,0,0,0,0,0,0
SPACG25A5043999,"그래픽 볼캡, (43)R/Blue, FREE",15900,7943,7943,0.92,0.7,0.5,0.15,15900,69,4,0,11,3,0,0,0,0,0,0,0,0,0,1,0
SPACG25A5062999,"그래픽 볼캡, (62)Hunter, FREE",15900,7944,7944,0.92,0.7,0.5,0.15,15900,49,19,0,15,2,0,0,0,0,0,0,0,0,0,1,0
SPACG25A5085999,"그래픽 볼캡, (85)Brown, FREE",15900,7959,7959,0.92,0.7,0.5,0.15,15900,12,16,0,10,5,0,0,0,0,0,0,0,0,1,0,0
SPACG25U0180999,,23957,3809,3809,0.92,0.7,0.5,0.15,95830,0,283,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SPACGA9A5019999,"(우디) 볼캡, (19)Black, FREE",19900,3730,3730,0.92,0.7,0.5,0.15,99500,162,14,0,1,0,0,0,0,0,0,0,0,1,3,1,0
SPACGA9A5031999,,17910,7747,7747,0.92,0.7,0.5,0.15,17910,0,18,0,5,8,0,0,0,0,0,1,0,0,0,0,0
SPACGA9A5035999,"(우디) 볼캡, (35)Beige, FREE",19900,5014,5014,0.92,0.7,0.5,0.15,59700,99,11,0,0,-1,0,0,0,0,0,0,0,0,2,1,0
SPACGA9A5051999,,19900,7589,7589,0.92,0.7,0.5,0.15,19900,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPACGA9A5059999,"(우디) 볼캡, (59)Navy, FREE",17910,7748,7748,0.92,0.7,0.5,0.15,17910,101,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPACGA9A5062999,"(우디) 볼캡, (62)Hunter, FREE",19502,3774,3774,0.92,0.7,0.5,0.15,97510,200,8,0,1,4,0,0,0,0,0,1,0,2,1,1,0
SPACGA9A5150999,"그래픽 볼캡, (50)Blue, FREE",25900,5292,5292,0.92,0.7,0.5,0.15,51800,87,11,0,10,9,0,0,0,0,0,0,0,1,1,0,0
SPACGA9A5155999,"그래픽 볼캡, (55)Indigo, FREE",23955,5538,5538,0.92,0.7,0.5,0.15,47910,128,13,0,8,13,0,0,0,0,0,1,0,0,1,0,0
SPACGA9A5159999,"그래픽 볼캡, (59)Navy, FREE",25900,7023,7023,0.92,0.7,0.5,0.15,25900,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,1,0
SPACGA9A5160999,"그래픽 볼캡, (60)Charcoal, FREE",25900,6959,6959,0.92,0.7,0.5,0.15,25900,0,13,0,3,-1,0,0,0,0,0,0,0,1,-1,1,0
SPACGA9KU131999,"[키즈] 쿠디 볼캡, (31)Light Yellow, ",18905,6151,6151,0.92,0.7,0.5,0.15,37810,11,50,40,3,0,0,0,0,0,0,1,1,0,0,0,0
SPACGA9KU139999,"[키즈] 쿠디 볼캡, (39)Ivory, FREE",19900,7450,7450,0.92,0.7,0.5,0.15,19900,285,62,40,4,0,0,0,0,0,0,0,0,0,0,1,0
SPACGA9KU156999,"[키즈] 쿠디 볼캡, (56)Light Indigo, ",19900,7451,7451,0.92,0.7,0.5,0.15,19900,173,57,13,3,0,0,0,0,0,0,0,0,0,0,1,0
SPACGA9KU157999,"[키즈] 쿠디 볼캡, (57)Dark Indigo, F",19900,4979,4979,0.92,0.7,0.5,0.15,59700,567,60,33,4,0,0,0,0,0,0,0,1,0,0,2,0
SPACGA9KU219999,"[키즈] 그래픽 볼캡, (19)Black, FREE",17910,6487,6487,0.92,0.7,0.5,0.15,35820,15,2,19,4,0,0,0,0,0,0,2,0,0,0,0,0
SPACGA9KU250999,"[키즈] 그래픽 볼캡, (50)Blue, FREE",670,8247,8247,0.92,0.7,0.5,0.15,670,296,25,41,3,0,0,0,0,0,0,1,0,0,0,0,0
SPACGA9KU264999,"[키즈] 그래픽 볼캡, (64)Cream, FREE",19900,6032,6032,0.92,0.7,0.5,0.15,39800,154,33,47,5,0,0,0,0,0,0,0,0,2,0,0,0
SPACGA9KU920999,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPACGA9KU939999,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAGGA9A9085999,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG11U0219999,,59900,2456,2456,0.92,0.7,0.5,0.15,179700,0,-93,0,73,0,0,0,0,0,0,0,0,3,0,0,0
SPAKG11U0325999,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG11U0384999,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG11U0450999,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG11U0520999,"[SPAO l 999HUMANITY] 플러피, (20)",0,9999,9999,0.92,0.7,0.5,0.15,0,0,133,100,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG11U0559999,,300,8259,8259,0.92,0.7,0.5,0.15,300,0,89,93,0,0,0,0,0,0,0,1,0,0,0,0,0
SPAKG23U0119100,"[가나디] 당도체고 노트북 파우치, (19)Black,",35900,4649,4649,0.92,0.7,0.5,0.15,71800,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
SPAKG23U0130095,"[가나디] 당도체고 노트북 파우치, (30)Yellow",35900,4646,4646,0.92,0.7,0.5,0.15,71800,42,20,0,91,0,0,0,0,0,0,0,0,2,0,0,0
SPAKG23U0284095,,29235,1800,1800,0.92,0.7,0.5,0.15,263120,0,94,0,37,0,0,0,0,0,0,3,0,6,0,0,0
SPAKG23U0284100,,29045,2246,2246,0.92,0.7,0.5,0.15,203320,0,79,0,2,0,0,0,0,0,0,2,0,5,0,0,0
SPAKG23U0320999,"[버터베어] 경량 숄더백, (20)Red, FREE",26910,6889,6889,0.92,0.7,0.5,0.15,26910,3,401,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPAKG23U0519095,"[망그러진곰] 할 수 있다 노트북 파우치, (19)Bl",35900,3568,3568,0.92,0.7,0.5,0.15,107700,377,24,0,0,0,21,20,0,0,0,0,0,0,0,3,0
SPAKG23U0519100,"[망그러진곰] 할 수 있다 노트북 파우치, (19)Bl",35900,6439,6439,0.92,0.7,0.5,0.15,35900,137,0,0,0,0,14,20,0,0,0,0,0,0,0,1,0
SPAKG24A0126999,"시어서커 빅 숄더백, (26)Light Pink, FR",0,9999,9999,0.92,0.7,0.5,0.15,0,111,15,0,3,22,0,0,0,0,0,0,0,0,0,0,0
SPAKG24A0131999,"시어서커 빅 숄더백, (31)Light Yellow, ",23233,4753,4753,0.92,0.7,0.5,0.15,69700,491,15,0,5,17,0,0,0,0,0,0,0,1,2,0,0
SPAKG24A0139999,"시어서커 빅 숄더백, (39)Ivory, FREE",23905,5542,5542,0.92,0.7,0.5,0.15,47810,104,14,0,3,11,0,0,0,0,0,1,0,0,1,0,0
SPAKG24A0151999,"시어서커 빅 숄더백, (51)Light Blue, FR",18905,6164,6164,0.92,0.7,0.5,0.15,37810,537,14,0,3,12,0,0,0,0,0,1,0,1,0,0,0
SPAKG24A0164999,"시어서커 빅 숄더백, (64)Cream, FREE",20900,2219,2219,0.92,0.7,0.5,0.15,209000,26,11,0,1,-1,0,0,0,0,0,0,0,3,7,0,0
SPAKG24A0184999,"시어서커 빅 숄더백, (84)Mint, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,124,14,0,4,18,0,0,0,0,0,0,0,0,0,0,0
SPAKG24A0239999,"시어서커 짐색, (39)Ivory, FREE",18002,4567,4567,0.92,0.7,0.5,0.15,72010,28,14,0,4,0,0,0,0,0,0,1,0,0,2,1,0
SPAKG24A0251999,"시어서커 짐색, (51)Light Blue, FREE",25900,6960,6960,0.92,0.7,0.5,0.15,25900,73,15,0,5,0,0,0,0,0,0,0,0,1,0,0,0
SPAKG24A0320999,"미니 파우치 키링, (20)Red, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG24A0343999,"미니 파우치 키링, (43)R/Blue, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG24A0362999,"미니 파우치 키링, (62)Hunter, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG24A0385999,"미니 파우치 키링, (85)Brown, FREE",9900,8096,8096,0.92,0.7,0.5,0.15,9900,3,8,0,5,0,0,0,0,0,0,0,0,1,0,0,0
SPAKG25U0140999,"[개구리 중사 케로로] 노트북 파우치, (40)Gree",0,9999,9999,0.92,0.7,0.5,0.15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG25U0219999,,46010,5611,5611,0.92,0.7,0.5,0.15,46010,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPAKG25U0319999,,44910,3935,3935,0.92,0.7,0.5,0.15,89820,0,80,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SPAKG25U0420999,"[먼작귀] 먼가 작고 귀여운 여름 비치백, (20)Re",18904,1687,1687,0.92,0.7,0.5,0.15,283570,174,207,0,64,0,0,0,0,0,0,8,0,7,0,0,0
SPAKG25U0520999,"[먼작귀] 먼가 작고 귀여운 여름 파우치, (20)Re",8611,4897,4897,0.92,0.7,0.5,0.15,60280,43,161,0,71,0,0,0,0,0,0,7,0,0,0,0,0
SPAKG25U0625095,,28405,5091,5091,0.92,0.7,0.5,0.15,56810,0,213,0,36,0,0,0,0,0,0,3,0,-1,0,0,0
SPAKG25U0625100,,0,8452,8452,0.92,0.7,0.5,0.15,-32890,0,333,0,60,0,0,0,0,0,0,-2,0,1,0,0,0
SPAKG37A1016999,"(경량) 립스탑 멀티포켓 크로스백, (16)Light ",0,9999,9999,0.92,0.7,0.5,0.15,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG37A1017999,"(경량) 립스탑 멀티포켓 크로스백, (17)Dark G",0,9999,9999,0.92,0.7,0.5,0.15,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG37A1019999,"(경량) 립스탑 멀티포켓 크로스백, (19)Black,",0,9999,9999,0.92,0.7,0.5,0.15,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG37A1049999,"(경량) 립스탑 멀티포켓 크로스백, (49)Khaki,",0,9999,9999,0.92,0.7,0.5,0.15,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG37A1116999,"(경량) 립스탑 미니 호보백, (16)Light Gra",0,9999,9999,0.92,0.7,0.5,0.15,0,276,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG37A1117999,"(경량) 립스탑 미니 호보백, (17)Dark Gray",0,9999,9999,0.92,0.7,0.5,0.15,0,176,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG37A1119999,"(경량) 립스탑 미니 호보백, (19)Black, FR",25900,7024,7024,0.92,0.7,0.5,0.15,25900,476,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0
SPAKG37A1149999,"(경량) 립스탑 미니 호보백, (49)Khaki, FR",0,9999,9999,0.92,0.7,0.5,0.15,0,176,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG37U0450999,"[호빵맨] 도시락 가방, (50)Blue, FREE",0,8444,8444,0.92,0.7,0.5,0.15,-29900,0,45,0,1,0,0,0,0,0,0,-1,0,0,0,0,0
SPAKG37U0619999,"(QR) [울산 HD FC] 백팩, (19)Black,",0,9999,9999,0.92,0.7,0.5,0.15,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKG37U0785999,"[마이페이브아카이브] 레오파드 꼬임 숄더백, (85)B",35111,942,942,0.92,0.7,0.5,0.15,526670,25,4,0,16,0,0,0,0,0,0,17,0,-2,0,0,0
SPAKGA9A0119999,"(경량) 호보백, (19)Black, FREE",28465,2927,2927,0.92,0.7,0.5,0.15,142325,935,22,18,25,0,1,0,0,0,0,1,2,1,1,0,0
SPAKGA9A0135999,"(경량) 호보백, (35)Beige, FREE",27807,5154,5154,0.92,0.7,0.5,0.15,55615,1181,26,17,13,1,0,0,0,0,0,0,2,0,0,0,0
SPAKGA9A0139999,"(경량) 호보백, (39)Ivory, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,197,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A0151999,"(경량) 호보백, (51)Light Blue, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,32,34,0,13,0,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A01BF999,"(경량) 호보백, (BF)Graphic Black, F",0,9999,9999,0.92,0.7,0.5,0.15,0,0,9,0,12,-1,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A0219999,"(경량) 미니 크로스백, (19)Black, FREE",25770,5352,5352,0.92,0.7,0.5,0.15,51541,829,23,13,10,-2,0,0,0,0,0,0,0,1,0,1,0
SPAKGA9A0235999,"(경량) 미니 크로스백, (35)Beige, FREE",24603,4495,4495,0.92,0.7,0.5,0.15,73810,67,4,1,10,6,0,0,0,0,0,1,0,0,2,0,0
SPAKGA9A0239999,"(경량) 미니 크로스백, (39)Ivory, FREE",25900,6961,6961,0.92,0.7,0.5,0.15,25900,140,14,0,10,21,0,0,0,0,0,0,0,1,0,0,0
SPAKGA9A0251999,"(경량) 미니 크로스백, (51)Light Blue, ",25900,7060,7060,0.92,0.7,0.5,0.15,25900,15,30,0,13,10,0,0,0,0,0,0,0,0,1,0,0
SPAKGA9A02BF999,"(경량) 미니 크로스백, (BF)Graphic Blac",23310,7201,7201,0.92,0.7,0.5,0.15,23310,15,12,0,8,-3,0,0,0,0,0,1,0,0,0,0,0
SPAKGA9A0319999,"[ACTIVE] (경량) 슬링백, (19)Black, ",25900,5335,5335,0.92,0.7,0.5,0.15,51800,365,16,0,17,-1,0,0,0,0,0,0,0,0,2,0,0
SPAKGA9A0335999,"[ACTIVE] (경량) 슬링백, (35)Beige, ",25900,4295,4295,0.92,0.7,0.5,0.15,77700,269,13,0,12,0,0,0,0,0,0,0,0,2,0,1,0
SPAKGA9A0339999,"[ACTIVE] (경량) 슬링백, (39)Ivory, ",0,9999,9999,0.92,0.7,0.5,0.15,0,92,21,0,18,0,2,0,0,0,0,0,0,0,0,0,0
SPAKGA9A0419999,"(경량) 숄더백, (19)Black, FREE",35900,6436,6436,0.92,0.7,0.5,0.15,35900,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPAKGA9A0426999,"(경량) 숄더백, (26)Light Pink, FREE",35900,3563,3563,0.92,0.7,0.5,0.15,107700,33,5,0,9,8,0,0,0,0,0,0,0,2,1,0,0
SPAKGA9A0491999,"(경량) 숄더백, (91)Silver, FREE",35900,2171,2171,0.92,0.7,0.5,0.15,215400,12,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0
SPAKGA9A0519999,"(경량) 미니 백팩, (19)Black, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A0526999,"(경량) 미니 백팩, (26)Light Pink, FR",0,9999,9999,0.92,0.7,0.5,0.15,0,69,9,0,12,-1,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A0591999,"(경량) 미니 백팩, (91)Silver, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,14,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A1015999,"(경량) 패커블 컴팩트 백팩, (15)Gray, FRE",39537,1137,1137,0.92,0.7,0.5,0.15,434910,494,20,0,40,-2,0,0,0,0,0,1,0,6,4,0,0
SPAKGA9A1026999,"(경량) 패커블 컴팩트 백팩, (26)Light Pin",39900,5967,5967,0.92,0.7,0.5,0.15,39900,263,8,0,6,0,0,0,0,0,0,0,0,0,1,0,0
SPAKGA9A1030999,"(경량) 패커블 컴팩트 백팩, (30)Yellow, F",39900,950,950,0.92,0.7,0.5,0.15,518700,95,21,0,25,0,0,0,0,0,0,0,0,3,10,0,0
SPAKGA9A1036999,"(경량) 패커블 컴팩트 백팩, (36)Light Bei",39900,2275,2275,0.92,0.7,0.5,0.15,199500,673,12,0,18,-1,0,0,0,0,0,0,0,1,4,0,0
SPAKGA9A1119999,"(경량) 패커블 백팩, (19)Black, FREE",41895,4052,4052,0.92,0.7,0.5,0.15,83790,333,9,0,7,0,0,0,0,0,0,-1,0,1,2,0,0
SPAKGA9A1150999,"(경량) 패커블 백팩, (50)Blue, FREE",35910,6343,6343,0.92,0.7,0.5,0.15,35910,68,5,0,7,10,0,0,0,0,0,1,0,0,0,0,0
SPAKGA9A1160999,"(경량) 패커블 백팩, (60)Charcoal, FRE",23456,4708,4708,0.92,0.7,0.5,0.15,70370,296,11,0,5,6,0,0,0,0,0,3,0,0,0,0,0
SPAKGA9A1185999,"(경량) 패커블 백팩, (85)Brown, FREE",0,8183,8183,0.92,0.7,0.5,0.15,3990,45,6,0,4,8,0,0,0,0,0,-1,0,1,0,0,0
SPAKGA9A6019999,"(우디) 캔버스 버킷백, (19)Black, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,65,8,0,6,-1,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A6064999,"(우디) 캔버스 버킷백, (64)Cream, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,35,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A6119999,"(우디) 캔버스 크로스백, (19)Black, FREE",26910,5219,5219,0.92,0.7,0.5,0.15,53820,41,6,0,3,0,0,0,0,0,0,2,0,0,0,0,0
SPAKGA9A6164999,"(우디) 캔버스 크로스백, (64)Cream, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,108,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A7119999,"시어서커 셔링 스트링 호보백, (19)Black, FR",0,8538,8538,0.92,0.7,0.5,0.15,-79800,15,21,1,0,-8,0,0,0,0,0,-2,0,0,0,0,0
SPAKGA9A7135999,"시어서커 셔링 스트링 호보백, (35)Beige, FR",0,9999,9999,0.92,0.7,0.5,0.15,0,31,24,0,10,12,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A7150999,"시어서커 셔링 스트링 호보백, (50)Blue, FRE",39900,5770,5770,0.92,0.7,0.5,0.15,39900,39,23,0,8,9,0,0,0,0,0,0,0,1,0,0,0
SPAKGA9A7164999,"시어서커 셔링 스트링 호보백, (64)Cream, FR",37905,4357,4357,0.92,0.7,0.5,0.15,75810,15,21,0,5,-2,0,0,0,0,0,1,0,1,0,0,0
SPAKGA9A7184999,"시어서커 셔링 스트링 호보백, (84)Mint, FRE",39900,4223,4223,0.92,0.7,0.5,0.15,79800,15,24,0,8,1,0,0,0,0,0,0,0,0,2,0,0
SPAKGA9A71BD999,"시어서커 셔링 스트링 호보백, (BD)Graphic W",39593,959,959,0.92,0.7,0.5,0.15,514710,15,12,0,0,-2,0,0,0,0,0,1,0,2,9,1,0
SPAKGA9A71BF999,"시어서커 셔링 스트링 호보백, (BF)Graphic B",39900,3250,3250,0.92,0.7,0.5,0.15,119700,15,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0
SPAKGA9A7219999,,17910,7749,7749,0.92,0.7,0.5,0.15,17910,0,8,0,24,0,0,0,0,0,0,1,0,0,0,0,0
SPAKGA9A7220999,"깅엄체크 숄더백, (20)Red, FREE",19900,3291,3291,0.92,0.7,0.5,0.15,119400,2,11,0,16,0,0,0,0,0,0,0,0,5,0,1,0
SPAKGA9A7251999,"깅엄체크 숄더백, (51)Light Blue, FREE",19900,6084,6084,0.92,0.7,0.5,0.15,39800,28,10,0,8,0,0,0,0,0,0,0,0,0,2,0,0
SPAKGA9A7284999,"깅엄체크 숄더백, (84)Mint, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,37,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A7315999,"HOAR 라운드 숄더백, (15)Gray, FREE",29900,6785,6785,0.92,0.7,0.5,0.15,29900,15,24,0,5,1,0,0,0,0,0,0,0,0,1,0,0
SPAKGA9A7319999,"HOAR 라운드 숄더백, (19)Black, FREE",29900,3949,3949,0.92,0.7,0.5,0.15,89700,15,25,0,5,-1,0,0,0,0,0,0,0,1,2,0,0
SPAKGA9A7349999,"HOAR 라운드 숄더백, (49)Khaki, FREE",26910,6890,6890,0.92,0.7,0.5,0.15,26910,15,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPAKGA9A7385999,"HOAR 라운드 숄더백, (85)Brown, FREE",29900,6693,6693,0.92,0.7,0.5,0.15,29900,15,24,0,11,0,0,0,0,0,0,0,0,1,0,0,0
SPAKGA9A7419999,"도트 꼬임 숄더백, (19)Black, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,15,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A7464999,"도트 꼬임 숄더백, (64)Cream, FREE",26551,2194,2194,0.92,0.7,0.5,0.15,212410,83,5,0,14,-2,0,0,0,0,0,1,0,4,3,0,0
SPAKGA9A7519999,"(우디) 플랩 백팩, (19)Black, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,2,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A7564999,"(우디) 플랩 백팩, (64)Cream, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,24,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A7619999,"(우디) 미니 토트백, (19)Black, FREE",0,9999,9999,0.92,0.7,0.5,0.15,0,1,1,0,6,-2,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A7664999,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A7719999,,39900,5968,5968,0.92,0.7,0.5,0.15,39900,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SPAKGA9A7819999,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SPAKGA9A7849999,,49900,5421,5421,0.92,0.7,0.5,0.15,49900,0,8,0,4,0,0,0,0,0,0,0,0,0,1,0,0
SPAKGA9A8019999,,39456,1388,1388,0.92,0.7,0.5,0.15,355110,0,7,0,0,0,0,0,0,0,0,1,0,6,2,0,0
SPAKGA9A8064999,"나일론 빅 쇼퍼백, (64)Cream, FREE",35910,6344,6344,0.92,0.7,0.5,0.15,35910,22,10,0,7,0,0,0,0,0,0,1,0,0,0,0,0
SPAKGA9A8119999,,44910,5655,5655,0.92,0.7,0.5,0.15,44910,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0
SPAKGA9A8164999,,49900,5382,5382,0.92,0.7,0.5,0.15,49900,0,9,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SPAKGA9A8219999,,49900,3704,3704,0.92,0.7,0.5,0.15,99800,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
