단품코드,단품명,정상가,매출랭킹,온라인랭킹,출고율,온라인비중,누판율,주판율,주간외형매출,inv_반응과,inv_공홈,inv_이랜드몰,inv_무신사,inv_지그재그,inv_네이버,inv_카카오선물하기,wh_무신사,wh_지그재그,wh_네이버,ord_공홈,ord_이랜드몰,ord_무신사,ord_지그재그,ord_네이버,ord_카카오선물하기
SPJPG11C2149100,"후드 푸퍼 (립스탑), L, (49)Khaki",0,9999,9999,0.92,0.7,0.5,0.15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2149105,"후드 푸퍼 (립스탑), XL, (49)Khaki",0,9999,9999,0.92,0.7,0.5,0.15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2191090,"후드 푸퍼 (립스탑), S, (91)Silver",0,9999,9999,0.92,0.7,0.5,0.15,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2191095,"후드 푸퍼 (립스탑), M, (91)Silver",0,9999,9999,0.92,0.7,0.5,0.15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2191100,"후드 푸퍼 (립스탑), L, (91)Silver",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2216090,"[씬라이트] 2-WAY 재킷 (SPJP, S, (16)",0,9999,9999,0.92,0.7,0.5,0.15,0,38,3,10,0,0,2,0,0,0,0,0,0,0,0,0,0
SPJPG11C2216095,"[씬라이트] 2-WAY 재킷 (SPJP, M, (16)",22327,5688,5688,0.92,0.7,0.5,0.15,44655,166,7,31,0,0,7,0,0,0,0,0,2,0,0,0,0
SPJPG11C2216100,"[씬라이트] 2-WAY 재킷 (SPJP, L, (16)",20839,7306,7306,0.92,0.7,0.5,0.15,20839,167,4,12,0,0,1,0,0,0,0,0,1,0,0,0,0
SPJPG11C2216105,"[씬라이트] 2-WAY 재킷 (SPJ, XL, (16)",21755,7287,7287,0.92,0.7,0.5,0.15,21755,58,3,13,0,0,3,0,0,0,0,0,1,0,0,0,0
SPJPG11C2216110,"[씬라이트] 2-WAY 재킷 (SP, XXL, (16)",22900,7239,7239,0.92,0.7,0.5,0.15,22900,47,2,8,0,-1,1,0,0,0,0,0,1,0,0,0,0
SPJPG11C2219090,"[씬라이트] 2-WAY 재킷 (SPJPF4TC2, S,",0,9999,9999,0.92,0.7,0.5,0.15,0,40,6,24,0,0,2,0,0,0,0,0,0,0,0,0,0
SPJPG11C2219095,"[씬라이트] 2-WAY 재킷 (SPJPF4TC2, M,",21577,4846,4846,0.92,0.7,0.5,0.15,64732,51,12,21,0,0,0,0,0,0,0,0,3,0,0,0,0
SPJPG11C2219100,"[씬라이트] 2-WAY 재킷 (SPJPF4TC2, L,",21239,4040,4040,0.92,0.7,0.5,0.15,84957,83,24,34,0,0,7,0,0,0,0,0,4,0,0,0,0
SPJPG11C2219105,"[씬라이트] 2-WAY 재킷 (SPJPF4TC, XL,",21642,3091,3091,0.92,0.7,0.5,0.15,129855,65,31,29,0,0,2,0,0,0,0,0,6,0,0,0,0
SPJPG11C2219110,"[씬라이트] 2-WAY 재킷 (SPJPF4T, XXL,",21021,3155,3155,0.92,0.7,0.5,0.15,126126,47,32,31,0,0,5,0,0,0,0,0,6,0,0,0,0
SPJPG11C2285090,"[씬라이트] 2-WAY 재킷 (SPJPF4TC2, S,",0,9999,9999,0.92,0.7,0.5,0.15,0,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2285095,"[씬라이트] 2-WAY 재킷 (SPJPF4TC2, M,",21755,7288,7288,0.92,0.7,0.5,0.15,21755,18,2,10,0,0,2,0,0,0,0,0,1,0,0,0,0
SPJPG11C2285100,"[씬라이트] 2-WAY 재킷 (SPJPF4TC2, L,",21755,7289,7289,0.92,0.7,0.5,0.15,21755,37,2,9,-1,0,5,0,0,0,0,0,1,0,0,0,0
SPJPG11C2285105,"[씬라이트] 2-WAY 재킷 (SPJPF4TC, XL,",20840,7304,7304,0.92,0.7,0.5,0.15,20840,26,2,0,0,0,6,0,0,0,0,0,1,0,0,0,0
SPJPG11C2285110,"[씬라이트] 2-WAY 재킷 (SPJPF4T, XXL,",0,9999,9999,0.92,0.7,0.5,0.15,0,10,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2416085,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2416090,"[씬라이트] 후드 재킷 (SPJPF4T, S, (16)",0,9999,9999,0.92,0.7,0.5,0.15,0,8,3,-1,0,-8,36,0,0,0,0,0,0,0,0,0,0
SPJPG11C2416095,"[씬라이트] 후드 재킷 (SPJPF4T, M, (16)",0,9999,9999,0.92,0.7,0.5,0.15,0,7,5,1,-395,-3,42,0,0,0,0,0,0,0,0,0,0
SPJPG11C2416100,"[씬라이트] 후드 재킷 (SPJPF4T, L, (16)",0,9999,9999,0.92,0.7,0.5,0.15,0,5,1,0,-200,-4,54,0,0,0,0,0,0,0,0,0,0
SPJPG11C2416105,"[씬라이트] 후드 재킷 (SPJPF4, XL, (16)",0,9999,9999,0.92,0.7,0.5,0.15,0,2,1,0,-400,-2,37,0,0,0,0,0,0,0,0,0,0
SPJPG11C2416110,"[씬라이트] 후드 재킷 (SPJPF, XXL, (16)",0,9999,9999,0.92,0.7,0.5,0.15,0,1,3,0,-40,0,1,0,0,0,0,0,0,0,0,0,0
SPJPG11C2419085,"[씬라이트] 후드 재킷 (SPJPF4TC24, XS, ",0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2419090,"[씬라이트] 후드 재킷 (SPJPF4TC24 R, S,",0,9999,9999,0.92,0.7,0.5,0.15,0,5,4,0,0,-29,37,0,0,0,0,0,0,0,0,0,0
SPJPG11C2419095,"[씬라이트] 후드 재킷 (SPJPF4TC24 R, M,",27900,6850,6850,0.92,0.7,0.5,0.15,27900,11,3,0,0,-17,42,0,0,0,0,0,1,0,0,0,0
SPJPG11C2419100,"[씬라이트] 후드 재킷 (SPJPF4TC24 R, L,",0,9999,9999,0.92,0.7,0.5,0.15,0,2,3,0,0,-26,34,0,0,0,0,0,0,0,0,0,0
SPJPG11C2419105,"[씬라이트] 후드 재킷 (SPJPF4TC24, XL, ",0,9999,9999,0.92,0.7,0.5,0.15,0,14,1,0,1,-7,41,0,0,0,0,0,0,0,0,0,0
SPJPG11C2419110,"[씬라이트] 후드 재킷 (SPJPF4TC24, XXL,",0,9999,9999,0.92,0.7,0.5,0.15,0,6,1,0,1,-4,7,0,0,0,0,0,0,0,0,0,0
SPJPG11C2436090,"[씬라이트] 후드 재킷 (SPJPF4, S, (36)L",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,-1,-60,0,2,0,0,0,0,0,0,0,0,0,0
SPJPG11C2436095,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0
SPJPG11C2436100,"[씬라이트] 후드 재킷 (SPJPF4, L, (36)L",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPJPG11C2436105,"[씬라이트] 후드 재킷 (SPJPF, XL, (36)L",0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SPJPG11C2449090,"[씬라이트] 후드 재킷 (SPJPF4TC24 R, S,",0,9999,9999,0.92,0.7,0.5,0.15,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2449095,"[씬라이트] 후드 재킷 (SPJPF4TC24 R, M,",0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2449100,"[씬라이트] 후드 재킷 (SPJPF4TC24 R, L,",0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2449105,"[씬라이트] 후드 재킷 (SPJPF4TC24, XL, ",0,9999,9999,0.92,0.7,0.5,0.15,0,1,1,0,-20,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2449110,"[씬라이트] 후드 재킷 (SPJPF4TC24, XXL,",0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2485085,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C2485090,"[씬라이트] 후드 재킷 (SPJPF4TC24 R, S,",24605,7157,7157,0.92,0.7,0.5,0.15,24605,0,1,0,0,-3,9,0,0,0,0,0,1,0,0,0,0
SPJPG11C2485095,"[씬라이트] 후드 재킷 (SPJPF4TC24 R, M,",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0
SPJPG11C2485100,"[씬라이트] 후드 재킷 (SPJPF4TC24 R, L,",0,9999,9999,0.92,0.7,0.5,0.15,0,1,1,0,0,-2,5,0,0,0,0,0,0,0,0,0,0
SPJPG11C2485105,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPJPG11C2485110,"[씬라이트] 후드 재킷 (SPJPF4TC24, XXL,",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,-1,-3,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24B2085,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24B2095,"[씬라이트] 후드 재킷 (SPJPF4TC, M, (B2",0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24B2100,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24B2105,"[씬라이트] 후드 재킷 (SPJPF4T, XL, (B2",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24B2110,"[씬라이트] 후드 재킷 (SPJPF4, XXL, (B2",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24GW090,"[씬라이트] 후드 재킷 (SPJPF, S, (GW)Gl",0,9999,9999,0.92,0.7,0.5,0.15,0,0,-1,1,0,-5,5,0,0,0,0,0,0,0,0,0,0
SPJPG11C24GW095,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,1,0,0,-6,13,0,0,0,0,0,0,0,0,0,0
SPJPG11C24GW100,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,1,0,-6,3,0,0,0,0,0,0,0,0,0,0
SPJPG11C24GW105,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,1,0,-1,6,0,0,0,0,0,0,0,0,0,0
SPJPG11C24LO095,"[씬라이트] 후드 재킷 (SPJPF4, M, [LO]L",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24LO105,"[씬라이트] 후드 재킷 (SPJPF, XL, [LO]L",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24LO110,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24PB085,"[씬라이트] 후드 재킷 (SPJPF4T, XS, (PB",0,9999,9999,0.92,0.7,0.5,0.15,0,119,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
SPJPG11C24PB090,"[씬라이트] 후드 재킷 (SPJPF4TC, S, (PB",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,-397,0,101,0,0,0,0,0,0,0,0,0,0
SPJPG11C24PB095,"[씬라이트] 후드 재킷 (SPJPF4TC, M, (PB",0,9999,9999,0.92,0.7,0.5,0.15,0,3,5,0,-396,-3,81,0,0,0,0,0,0,0,0,0,0
SPJPG11C24PB100,"[씬라이트] 후드 재킷 (SPJPF4TC, L, (PB",0,9999,9999,0.92,0.7,0.5,0.15,0,5,10,0,-400,0,56,0,0,0,0,0,0,0,0,0,0
SPJPG11C24PB105,"[씬라이트] 후드 재킷 (SPJPF4T, XL, (PB",0,9999,9999,0.92,0.7,0.5,0.15,0,3,1,0,0,-1,11,0,0,0,0,0,0,0,0,0,0
SPJPG11C24PB110,"[씬라이트] 후드 재킷 (SPJPF4, XXL, (PB",24444,1069,1069,0.92,0.7,0.5,0.15,464453,0,31,0,1,-1,10,0,0,0,0,0,19,0,0,0,0
SPJPG11C24SG090,"[씬라이트] 후드 재킷 (SPJPF4T, S, [SG]",0,9999,9999,0.92,0.7,0.5,0.15,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24SG095,"[씬라이트] 후드 재킷 (SPJPF4T, M, [SG]",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C24SG105,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C3116095,"[씬라이트] 후드 재킷 (립스탑), M, (16)Lig",0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C3116100,"[씬라이트] 후드 재킷 (립스탑), L, (16)Lig",0,9999,9999,0.92,0.7,0.5,0.15,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C3116105,"[씬라이트] 후드 재킷 (립스탑), XL, (16)Li",0,9999,9999,0.92,0.7,0.5,0.15,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C3116110,"[씬라이트] 후드 재킷 (립스탑), XXL, (16)L",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C3119090,"[씬라이트] 후드 재킷 (립스탑), S, (19)Bla",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
SPJPG11C3119095,"[씬라이트] 후드 재킷 (립스탑), M, (19)Bla",0,9999,9999,0.92,0.7,0.5,0.15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C3119100,"[씬라이트] 후드 재킷 (립스탑), L, (19)Bla",0,9999,9999,0.92,0.7,0.5,0.15,0,23,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SPJPG11C3119105,"[씬라이트] 후드 재킷 (립스탑), XL, (19)Bl",0,9999,9999,0.92,0.7,0.5,0.15,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPJPG11C3119110,"[씬라이트] 후드 재킷 (립스탑), XXL, (19)B",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C31B2090,"[씬라이트] 후드 재킷 (립스탑), S, (B2)Blu",0,9999,9999,0.92,0.7,0.5,0.15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C31B2095,"[씬라이트] 후드 재킷 (립스탑), M, (B2)Blu",0,9999,9999,0.92,0.7,0.5,0.15,0,24,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C31B2100,"[씬라이트] 후드 재킷 (립스탑), L, (B2)Blu",27748,6855,6855,0.92,0.7,0.5,0.15,27748,44,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPJPG11C31B2105,"[씬라이트] 후드 재킷 (립스탑), XL, (B2)Bl",0,9999,9999,0.92,0.7,0.5,0.15,0,41,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C31B2110,"[씬라이트] 후드 재킷 (립스탑), XXL, (B2)B",0,9999,9999,0.92,0.7,0.5,0.15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C9316095,"(QR) 시어 후드 푸퍼, M, (16)Light Gr",0,9999,9999,0.92,0.7,0.5,0.15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C9316100,"(QR) 시어 후드 푸퍼, L, (16)Light Gr",0,9999,9999,0.92,0.7,0.5,0.15,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C9337095,"(QR) 시어 후드 푸퍼, M, (37)Dark Bei",0,9999,9999,0.92,0.7,0.5,0.15,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11C9337100,"(QR) 시어 후드 푸퍼, L, (37)Dark Bei",0,9999,9999,0.92,0.7,0.5,0.15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11G0119085,"파스텔 푸퍼 (SPJPF4TG01 RE), (19)Bl",0,8446,8446,0.92,0.7,0.5,0.15,-30532,24,0,2,0,53,37,0,0,0,0,0,-1,0,0,0,0
SPJPG11G0119090,"파스텔 푸퍼 (SPJPF4TG01 RE), (19)Bl",29115,1647,1647,0.92,0.7,0.5,0.15,291154,30,0,0,1,135,92,0,0,0,0,0,10,0,0,0,0
SPJPG11G0119095,"파스텔 푸퍼 (SPJPF4TG01 RE), (19)Bl",0,9999,9999,0.92,0.7,0.5,0.15,0,8,0,0,0,35,15,0,0,0,0,0,0,0,0,0,0
SPJPG11G0139085,"파스텔 푸퍼 (SPJPF4TG01 RE), (39)Iv",28655,1831,1831,0.92,0.7,0.5,0.15,257898,58,2,1,0,-11,79,0,0,0,0,0,9,0,0,0,0
SPJPG11G0139090,"파스텔 푸퍼 (SPJPF4TG01 RE), (39)Iv",29179,2006,2006,0.92,0.7,0.5,0.15,233436,83,0,0,0,87,97,0,0,0,0,0,8,0,0,0,0
SPJPG11G0139095,"파스텔 푸퍼 (SPJPF4TG01 RE), (39)Iv",28120,4047,4047,0.92,0.7,0.5,0.15,84360,66,0,24,-1,-2,36,0,0,0,0,0,3,0,0,0,0
SPJPG11G05GB085,"파스텔 푸퍼 (브라이트) (SPJPF, (GB)Glos",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0
SPJPG11G05GB090,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
SPJPG11G05GB095,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
SPJPG11G05GY085,"파스텔 푸퍼 (브라이트) (SPJ, (GY)Glossy",0,9999,9999,0.92,0.7,0.5,0.15,0,0,12,2,0,0,1,0,0,0,0,0,0,0,0,0,0
SPJPG11G05GY090,"파스텔 푸퍼 (브라이트) (SPJ, (GY)Glossy",33154,6585,6585,0.92,0.7,0.5,0.15,33154,178,17,12,0,0,4,0,0,0,0,0,1,0,0,0,0
SPJPG11G05GY095,"파스텔 푸퍼 (브라이트) (SPJ, (GY)Glossy",0,9999,9999,0.92,0.7,0.5,0.15,0,52,17,11,0,-1,0,0,0,0,0,0,0,0,0,0,0
SPJPG11G1585085,"[신세틱레더] 여성 스웨이드 푸퍼, (85)Brown,",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11G1585090,"[신세틱레더] 여성 스웨이드 푸퍼, (85)Brown,",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11G15A1085,"[신세틱레더] 여성 스웨이드 푸퍼, (A1)Camel ",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11G15A1090,"[신세틱레더] 여성 스웨이드 푸퍼, (A1)Camel ",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11G1619085,"여성 리버서블 덤블 점퍼, (19)Black, S",36310,6242,6242,0.92,0.7,0.5,0.15,36310,423,7,34,-12,2,2,0,0,0,0,0,1,0,0,0,0
SPJPG11G1619090,"여성 리버서블 덤블 점퍼, (19)Black, M",38015,2738,2738,0.92,0.7,0.5,0.15,152060,272,5,21,-12,-1,2,0,0,0,0,0,4,0,0,0,0
SPJPG11G1619095,"여성 리버서블 덤블 점퍼, (19)Black, L",36310,6243,6243,0.92,0.7,0.5,0.15,36310,26,0,0,-3,-1,0,0,0,0,0,0,1,0,0,0,0
SPJPG11G1639085,"여성 리버서블 덤블 점퍼, (39)Ivory, S",36841,3485,3485,0.92,0.7,0.5,0.15,110525,208,6,21,-10,0,2,0,0,0,0,0,3,0,0,0,0
SPJPG11G1639090,"여성 리버서블 덤블 점퍼, (39)Ivory, M",36310,6244,6244,0.92,0.7,0.5,0.15,36310,189,0,9,-8,-4,2,0,0,0,0,0,1,0,0,0,0
SPJPG11G1639095,"여성 리버서블 덤블 점퍼, (39)Ivory, L",37905,6138,6138,0.92,0.7,0.5,0.15,37905,15,0,0,-2,0,0,0,0,0,0,0,1,0,0,0,0
SPJPG11G1651085,"여성 리버서블 덤블 점퍼, (51)Light Blue,",37216,1463,1463,0.92,0.7,0.5,0.15,334944,109,8,8,-10,0,2,0,0,0,0,0,9,0,0,0,0
SPJPG11G1651090,"여성 리버서블 덤블 점퍼, (51)Light Blue,",36824,1321,1321,0.92,0.7,0.5,0.15,368244,113,1,4,-11,-1,3,0,0,0,0,0,10,0,0,0,0
SPJPG11G1651095,"여성 리버서블 덤블 점퍼, (51)Light Blue,",0,9999,9999,0.92,0.7,0.5,0.15,0,7,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0
SPJPG11G2116085,"[씬라이트] 여성 2-WAY 재킷 (S, (16)Lig",21755,7290,7290,0.92,0.7,0.5,0.15,21755,11,9,0,0,-2,0,0,0,0,0,0,1,0,0,0,0
SPJPG11G2116090,"[씬라이트] 여성 2-WAY 재킷 (S, (16)Lig",0,9999,9999,0.92,0.7,0.5,0.15,0,35,19,0,0,-4,22,0,0,0,0,0,0,0,0,0,0
SPJPG11G2116095,"[씬라이트] 여성 2-WAY 재킷 (S, (16)Lig",0,9999,9999,0.92,0.7,0.5,0.15,0,18,23,0,0,-6,37,0,0,0,0,0,0,0,0,0,0
SPJPG11G2116100,"[씬라이트] 여성 2-WAY 재킷 (, (16)Ligh",0,9999,9999,0.92,0.7,0.5,0.15,0,9,15,0,0,-1,32,0,0,0,0,0,0,0,0,0,0
SPJPG11G2119085,"[씬라이트] 여성 2-WAY 재킷 (SPJPF4, (1",21754,7291,7291,0.92,0.7,0.5,0.15,21754,138,0,0,0,-2,9,0,0,0,0,0,1,0,0,0,0
SPJPG11G2119090,"[씬라이트] 여성 2-WAY 재킷 (SPJPF4, (1",0,9999,9999,0.92,0.7,0.5,0.15,0,260,3,0,0,-8,3,0,0,0,0,0,0,0,0,0,0
SPJPG11G2119095,"[씬라이트] 여성 2-WAY 재킷 (SPJPF4, (1",0,9999,9999,0.92,0.7,0.5,0.15,0,226,0,0,0,-4,8,0,0,0,0,0,0,0,0,0,0
SPJPG11G2119100,"[씬라이트] 여성 2-WAY 재킷 (SPJPF, (19",0,9999,9999,0.92,0.7,0.5,0.15,0,15,0,1,0,-2,12,0,0,0,0,0,0,0,0,0,0
SPJPG11G2126085,"[씬라이트] 여성 2-WAY 재킷 (S, (26)Lig",0,9999,9999,0.92,0.7,0.5,0.15,0,90,0,0,0,-3,4,0,0,0,0,0,0,0,0,0,0
SPJPG11G2126090,"[씬라이트] 여성 2-WAY 재킷 (S, (26)Lig",0,9999,9999,0.92,0.7,0.5,0.15,0,69,1,0,0,-2,2,0,0,0,0,0,0,0,0,0,0
SPJPG11G2126095,"[씬라이트] 여성 2-WAY 재킷 (S, (26)Lig",0,9999,9999,0.92,0.7,0.5,0.15,0,17,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,0
SPJPG11G2139085,"[씬라이트] 여성 2-WAY 재킷 (SPJPF4, (3",20840,7305,7305,0.92,0.7,0.5,0.15,20840,522,0,0,0,-10,38,0,0,0,0,0,1,0,0,0,0
SPJPG11G2139090,"[씬라이트] 여성 2-WAY 재킷 (SPJPF4, (3",0,9999,9999,0.92,0.7,0.5,0.15,0,205,0,0,0,-18,56,0,0,0,0,0,0,0,0,0,0
SPJPG11G2139095,"[씬라이트] 여성 2-WAY 재킷 (SPJPF4, (3",0,9999,9999,0.92,0.7,0.5,0.15,0,97,2,0,0,-5,19,0,0,0,0,0,0,0,0,0,0
SPJPG11G2139100,"[씬라이트] 여성 2-WAY 재킷 (SPJPF, (39",0,9999,9999,0.92,0.7,0.5,0.15,0,8,1,0,0,-9,16,0,0,0,0,0,0,0,0,0,0
SPJPG11G2151085,"[씬라이트] 여성 2-WAY 재킷 (S, (51)Lig",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SPJPG11G2151090,"[씬라이트] 여성 2-WAY 재킷 (S, (51)Lig",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
SPJPG11G2151095,"[씬라이트] 여성 2-WAY 재킷 (S, (51)Lig",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
SPJPG11G2184085,"[씬라이트] 여성 2-WAY 재킷 (SPJPF4T, (",0,8394,8394,0.92,0.7,0.5,0.15,-21252,43,0,1,-8,0,3,0,0,0,0,0,-1,0,0,0,0
SPJPG11G2184090,"[씬라이트] 여성 2-WAY 재킷 (SPJPF4T, (",0,9999,9999,0.92,0.7,0.5,0.15,0,13,0,-1,-10,-1,14,0,0,0,0,0,0,0,0,0,0
SPJPG11G2184095,"[씬라이트] 여성 2-WAY 재킷 (SPJPF4T, (",0,9999,9999,0.92,0.7,0.5,0.15,0,21,0,-1,-10,0,56,0,0,0,0,0,0,0,0,0,0
SPJPG11G2184100,"[씬라이트] 여성 2-WAY 재킷 (SPJPF4, (8",0,9999,9999,0.92,0.7,0.5,0.15,0,6,0,0,-5,-1,1,0,0,0,0,0,0,0,0,0,0
SPJPG11G3116085,"[씬라이트] 여성 후드 재킷, (16)Light Gra",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,-3,2,0,0,0,0,0,0,0,0,0,0
SPJPG11G3116090,"[씬라이트] 여성 후드 재킷, (16)Light Gra",0,9999,9999,0.92,0.7,0.5,0.15,0,0,1,0,0,-2,0,0,0,0,0,0,0,0,0,0,0
SPJPG11G3116095,"[씬라이트] 여성 후드 재킷, (16)Light Gra",0,9999,9999,0.92,0.7,0.5,0.15,0,1,0,0,0,-6,4,0,0,0,0,0,0,0,0,0,0
SPJPG11G3116100,,0,9999,9999,0.92,0.7,0.5,0.15,0,0,0,0,0,-2,2,0,0,0,0,0,0,0,0,0,0
SPJPG11G3119085,"[씬라이트] 여성 후드 재킷, (19)Black, S",0,9999,9999,0.92,0.7,0.5,0.15,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
SPJPG11G3119090,"[씬라이트] 여성 후드 재킷, (19)Black, M",0,9999,9999,0.92,0.7,0.5,0.15,0,11,0,0,0,-13,1,0,0,0,0,0,0,0,0,0,0
SPJPG11G3119095,"[씬라이트] 여성 후드 재킷, (19)Black, L",0,9999,9999,0.92,0.7,0.5,0.15,0,-5,0,0,0,-6,7,0,0,0,0,0,0,0,0,0,0
