매출랭킹,온라인랭킹,단품코드,단품명,정상가,출고율,누판율,주판율,온라인비중,inv_반응과,inv_공홈,inv_이랜드몰,inv_무신사,inv_지그재그,inv_네이버,inv_카카오선물하기,ord_공홈,ord_이랜드몰,ord_무신사,ord_지그재그,ord_네이버,ord_카카오선물하기,wh_무신사,wh_지그재그,wh_네이버
7824,7824,SPJEG23KU159130,"[키즈] 데님 재킷, (59)Navy",49900,0.9795,0.5015,0.0,0.3,0,19,17,15,0,2,0,0,0,0,0,0,0,,,
7824,7824,SPJEG23KU159140,"[키즈] 데님 재킷, (59)Navy",49900,0.9683,0.4451,0.0,0.3,0,25,9,18,0,2,0,2,0,0,0,0,0,,,
7824,7824,SPJEG23KU159150,"[키즈] 데님 재킷, (59)Navy",49900,0.9677,0.5015,0.0029,0.3,0,24,18,14,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJEG23KU159160,"[키즈] 데님 재킷, (59)Navy",49900,0.9771,0.5343,0.0016,0.3,0,6,0,6,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11U0119090,"[하츠네미쿠] 트랙 재킷, S, (1",69900,1.0,0.8887,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11U0119095,"[하츠네미쿠] 트랙 재킷, M, (1",69900,0.9989,0.9169,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11U0119100,"[하츠네미쿠] 트랙 재킷, L, (1",69900,0.9993,0.8956,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11U0119105,"[하츠네미쿠] 트랙 재킷, XL, (",69900,0.9992,0.9021,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11U0119110,"[하츠네미쿠] 트랙 재킷, XXL,",69900,0.999,0.8921,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11U0184090,"[하츠네미쿠] 트랙 재킷, S, (8",69900,1.0,0.6667,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11U0184095,"[하츠네미쿠] 트랙 재킷, M, (8",69900,1.0,0.8146,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11U0184100,"[하츠네미쿠] 트랙 재킷, L, (8",69900,1.0,0.752,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11U0184105,"[하츠네미쿠] 트랙 재킷, XL, (",69900,1.0,0.7704,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11U0184110,"[하츠네미쿠] 트랙 재킷, XXL,",69900,0.9977,0.7673,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11W9136085,"(QR) 퍼배색 라이더 재킷, (36",99900,0.9318,0.9205,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11W9136090,"(QR) 퍼배색 라이더 재킷, (36",99900,0.6458,0.625,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11W9185085,"(QR) 퍼배색 라이더 재킷, (85",99900,0.9494,0.9367,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG11W9185090,"(QR) 퍼배색 라이더 재킷, (85",99900,0.7738,0.7857,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C0215095,"후드 윈드브레이커, M, (15)Gr",59900,1.0,0.8929,0.0014,0.3,0,1,0,1,-1,5,0,-1,0,0,0,0,0,,,
7824,7824,SPJJG23C0219090,"후드 윈드브레이커, S, (19)Bl",59900,0.9989,0.732,0.0103,0.3,0,14,0,26,-1,4,0,0,0,5,0,0,0,,,
7824,7824,SPJJG23C0259090,"후드 윈드브레이커, S, (59)Na",59900,1.0,0.4196,0.0188,0.3,0,28,0,240,0,6,0,1,0,0,0,0,0,,,
7824,7824,SPJJG23C02BE090,"후드 윈드브레이커, S, (BE)Gr",59900,0.9939,0.454,0.0245,0.3,0,4,0,49,0,0,0,1,0,0,0,1,0,,,
7824,7824,SPJJG23C02BE095,"후드 윈드브레이커, M, (BE)Gr",59900,1.0,0.3386,0.0159,0.3,0,3,0,65,0,11,0,0,0,3,0,0,0,,,
7824,7824,SPJJG23C02BE100,"후드 윈드브레이커, L, (BE)Gr",59900,0.997,0.3243,0.009,0.3,0,5,0,94,0,20,0,1,0,0,0,0,0,,,
7824,7824,SPJJG23C02BF100,"후드 윈드브레이커, L, (BF)Gr",59900,0.9315,0.2768,0.0179,0.3,0,3,0,89,0,20,0,0,0,1,0,0,0,,,
7824,7824,SPJJG23C02BF105,"후드 윈드브레이커, XL, (BF)G",59900,0.996,0.344,0.016,0.3,0,3,0,67,0,15,0,0,0,1,0,0,0,,,
7824,7824,SPJJG23C0349090,[3-LAYER] 테크니컬 윈드브레이,69900,1.0,0.9086,0.0,0.3,0,0,0,0,0,2,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C0349095,[3-LAYER] 테크니컬 윈드브레이,69900,0.9943,0.8118,0.0133,0.3,0,0,0,0,1,6,0,0,0,0,0,2,0,,,
7824,7824,SPJJG23C0349110,[3-LAYER] 테크니컬 윈드브레이,69900,1.0,0.78,0.0171,0.3,0,0,0,0,0,0,0,3,0,0,0,0,0,,,
7824,7824,SPJJG23C1115095,"[UV차단] 배색 윈드브레이커, M,",59900,0.9931,0.8216,0.0292,0.3,0,0,0,0,0,7,0,0,0,0,0,1,0,,,
7824,7824,SPJJG23C1115110,"[UV차단] 배색 윈드브레이커, XX",59900,1.0,0.729,0.0189,0.3,0,0,0,-1,0,1,0,0,0,3,0,0,0,,,
7824,7824,SPJJG23C1117110,"[UV차단] 배색 윈드브레이커, XX",59900,0.9944,0.6766,0.0131,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C1119095,"[UV차단] 배색 윈드브레이커, M,",59900,0.9985,0.8516,0.009,0.3,0,0,0,-1,0,2,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C1119100,"[UV차단] 배색 윈드브레이커, L,",59900,0.985,0.872,0.01,0.3,0,2,0,1,16,23,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C1119110,"[UV차단] 배색 윈드브레이커, XX",59900,0.994,0.8846,0.012,0.3,0,0,0,1,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C2152095,"초어 재킷, M, (52)Dark B",89900,0.995,0.597,0.01,0.3,0,0,2,2,0,1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C2152100,"초어 재킷, L, (52)Dark B",89900,0.985,0.5019,0.0112,0.3,0,5,0,2,-3,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C2152110,"초어 재킷, XXL, (52)Dark",89900,1.0,0.3698,0.0038,0.3,0,11,0,4,2,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C2185095,"초어 재킷, M, (85)Brown",89900,1.0,0.3869,0.0101,0.3,0,12,1,4,-1,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C2185100,"초어 재킷, L, (85)Brown",89900,1.0,0.4264,0.0,0.3,0,10,0,11,2,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C2185105,"초어 재킷, XL, (85)Brown",89900,1.0,0.3134,0.0037,0.3,0,13,0,8,4,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C9060999,"(QR) 파라슈트 자켓, FREE,",79900,1.0,0.76,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23C9116999,"(QR) 후드 윈드브레이커, FREE",89900,1.0,0.5806,0.0,0.3,0,1,0,0,1,1,0,-1,0,0,0,0,0,,,
7824,7824,SPJJG23CY136095,"후드 재킷, M, (36)Light",79900,0.9859,0.6432,0.0,0.3,0,13,1,38,0,11,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23CY185090,"후드 재킷, S, (85)Brown",79900,0.9827,0.5065,0.0087,0.3,0,0,0,27,7,18,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23CY185100,"후드 재킷, L, (85)Brown",79900,0.9824,0.4382,0.0,0.3,0,4,0,30,13,19,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23CY185105,"후드 재킷, XL, (85)Brown",79900,0.9892,0.4729,0.0022,0.3,0,32,0,31,14,22,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23CY199090,"후드 재킷, S, (99)Mix",79900,1.0,0.6355,0.0591,0.3,0,29,1,1,5,0,0,0,0,-1,0,0,0,,,
7824,7824,SPJJG23CY199100,"후드 재킷, L, (99)Mix",79900,1.0,0.5538,0.0346,0.3,0,41,0,3,5,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23CY199105,"후드 재킷, XL, (99)Mix",79900,1.0,0.5911,0.0246,0.3,0,27,0,3,5,0,0,0,0,-1,0,0,0,,,
7824,7824,SPJJG23G0110095,"오버핏 스티치 윈드브레이커, (10)",59900,1.0007,0.6015,0.0146,0.3,0,52,0,2,-1,10,0,0,0,1,2,3,0,,,
7824,7824,SPJJG23G0235085,"오버핏 봄버 재킷, (35)Beige",69900,0.9939,0.9091,0.0,0.3,0,0,0,7,-7,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G0235095,"오버핏 봄버 재킷, (35)Beige",69900,0.994,0.7904,0.0,0.3,0,0,0,10,-7,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G0239090,"오버핏 봄버 재킷, (39)Ivory",69900,0.9817,0.8811,0.0,0.3,0,0,0,7,-5,1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G0259085,"오버핏 봄버 재킷, (59)Navy,",69900,0.997,0.7297,0.003,0.3,0,1,0,9,-12,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G0259090,"오버핏 봄버 재킷, (59)Navy,",69900,0.9821,0.7194,0.0,0.3,0,3,0,10,-4,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G0325095,"여성 체크 후드 윈드브레이커, (25",59900,0.9976,0.863,0.0072,0.3,0,0,1,-1,-6,6,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G1159090,"여성 코듀로이 후드 집업, (59)N",79900,0.996,0.652,0.0,0.3,0,18,0,5,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G1185085,"여성 코듀로이 후드 집업, (85)B",79900,1.0,0.544,0.0,0.3,0,16,0,5,0,0,0,0,0,1,0,0,0,,,
7824,7824,SPJJG23G1185090,"여성 코듀로이 후드 집업, (85)B",79900,0.996,0.568,0.004,0.3,0,13,0,8,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G1236085,"여성 초어 재킷, (36)Light",89900,1.0,0.5451,0.0,0.3,0,2,0,1,8,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G1251085,"여성 초어 재킷, (51)Light",89900,0.9806,0.4387,0.0,0.3,0,9,0,3,4,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G1251095,"여성 초어 재킷, (51)Light",89900,0.9808,0.141,0.0064,0.3,0,10,0,5,10,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G1285085,"여성 초어 재킷, (85)Brown,",89900,1.0,0.2512,0.0,0.3,0,5,0,2,11,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G1285095,"여성 초어 재킷, (85)Brown,",89900,1.0,0.1961,0.0049,0.3,0,2,0,4,14,0,0,1,0,0,0,0,0,,,
7824,7824,SPJJG23G1359085,"도트 윈드브레이커, (59)Navy,",59900,0.9976,0.8863,0.0047,0.3,0,0,0,0,0,10,0,0,0,0,0,1,0,,,
7824,7824,SPJJG23G1385095,"도트 윈드브레이커, (85)Brown",59900,1.0,0.9806,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,,,
7824,7824,SPJJG23G9035999,"(QR) 웨스턴 블루종, (35)Be",79900,1.0,0.82,0.0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G9060999,"(QR) 웨스턴 블루종, (60)Ch",79900,1.0,0.7,0.0,0.3,0,0,0,0,0,1,0,0,0,0,0,-1,0,,,
7824,7824,SPJJG23G9159999,"(QR) 여성 후드 아노락, (59)",59900,0.98,0.18,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G9219999,"(QR) 셔링 체크 윈드브레이커, (",59900,1.0,0.92,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G9259999,"(QR) 셔링 체크 윈드브레이커, (",59900,1.0,0.6,0.0,0.3,0,0,0,0,0,2,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G9319999,"(QR) 여성 스탠칼라 집업, (19",69900,1.0,0.92,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G9335999,"(QR) 여성 스탠칼라 집업, (35",69900,0.98,0.9,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G9435999,"(QR) 여성 하이넥 집업, (35)",79900,1.0,0.92,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G9449999,"(QR) 여성 하이넥 집업, (49)",79900,1.0,0.92,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23G9939999,"(QR) 하이넥 블루종, (39)Iv",79900,0.9932,0.726,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23GS119100,[3-LAYER] 하프기장 테크니컬,69900,0.9894,0.7128,0.0106,0.3,0,0,0,0,1,5,0,0,0,0,1,0,0,,,
7824,7824,SPJJG23GS135085,[3-LAYER] 하프기장 테크니컬,69900,1.0,0.8594,0.0052,0.3,0,0,0,0,1,10,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23GS135100,[3-LAYER] 하프기장 테크니컬,69900,0.9885,0.4598,0.0,0.3,0,0,0,0,1,11,0,0,0,0,0,1,0,,,
7824,7824,SPJJG23GY139085,"숏 워크 재킷, (39)Ivory,",79900,0.9875,0.9,0.0,0.3,0,0,0,-2,-4,6,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23GY139090,"숏 워크 재킷, (39)Ivory,",79900,0.9755,0.638,0.0,0.3,0,8,0,-1,9,11,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23GY139095,"숏 워크 재킷, (39)Ivory,",79900,0.9815,0.4506,0.0,0.3,0,8,0,6,18,13,0,0,0,1,0,0,0,,,
7824,7824,SPJJG23GY185085,"숏 워크 재킷, (85)Brown,",79900,0.9846,0.6923,0.0,0.3,0,0,0,0,16,13,0,1,0,0,0,0,0,,,
7824,7824,SPJJG23GY185090,"숏 워크 재킷, (85)Brown,",79900,0.9853,0.5588,0.0,0.3,0,0,0,0,26,14,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KG151120,"[키즈] 셔링 윈드크레이커, (51)",35900,1.0,0.2939,0.0,0.3,0,9,15,8,0,44,0,0,0,0,0,3,0,,,
7824,7824,SPJJG23KG176120,"[키즈] 셔링 윈드크레이커, (76)",35900,1.0,0.6244,0.0,0.3,0,8,5,0,0,15,0,0,0,0,0,7,0,,,
7824,7824,SPJJG23KG176130,"[키즈] 셔링 윈드크레이커, (76)",35900,1.0,0.8804,0.0,0.3,0,0,0,0,0,1,0,0,0,0,0,1,0,,,
7824,7824,SPJJG23KG176140,"[키즈] 셔링 윈드크레이커, (76)",35900,0.9959,0.9627,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KG176160,"[키즈] 셔링 윈드크레이커, (76)",35900,0.9932,0.7703,0.0068,0.3,0,2,0,3,0,3,0,0,0,0,0,7,0,,,
7824,7824,SPJJG23KU125110,[키즈] [UV차단] 배색 후드 윈드,39900,0.9657,0.8137,0.0,0.3,0,6,2,1,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU125150,[키즈] [UV차단] 배색 후드 윈드,39900,0.9985,0.7267,0.0015,0.3,0,18,21,6,0,23,0,1,1,0,0,3,0,,,
7824,7824,SPJJG23KU152110,[키즈] [UV차단] 배색 후드 윈드,39900,0.9952,0.7295,0.0,0.3,0,8,14,1,0,1,0,0,0,0,0,1,0,,,
7824,7824,SPJJG23KU152130,[키즈] [UV차단] 배색 후드 윈드,39900,0.9949,0.687,0.0017,0.3,0,17,19,3,0,89,0,0,0,-1,0,2,0,,,
7824,7824,SPJJG23KU152150,[키즈] [UV차단] 배색 후드 윈드,39900,0.9941,0.7243,0.0029,0.3,0,21,19,3,0,0,0,0,1,0,0,0,0,,,
7824,7824,SPJJG23KU160110,[키즈] [UV차단] 배색 후드 윈드,39900,0.9381,0.6495,0.0,0.3,0,5,3,1,0,3,0,0,0,0,0,1,0,,,
7824,7824,SPJJG23KU160120,[키즈] [UV차단] 배색 후드 윈드,39900,0.9662,0.789,0.0,0.3,0,3,0,1,0,-1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU160140,[키즈] [UV차단] 배색 후드 윈드,39900,0.9748,0.7882,0.0,0.3,0,8,0,3,0,14,0,1,0,1,0,0,0,,,
7824,7824,SPJJG23KU2AN120,"[키즈] 파스텔 윈드브레이커, (AN",39900,1.0,0.9053,0.0,0.3,0,0,0,0,0,5,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU2AN130,"[키즈] 파스텔 윈드브레이커, (AN",39900,1.0,0.9821,0.0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU2AN140,"[키즈] 파스텔 윈드브레이커, (AN",39900,1.0,0.9646,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU2AN150,"[키즈] 파스텔 윈드브레이커, (AN",39900,1.0,0.7474,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU2AN160,"[키즈] 파스텔 윈드브레이커, (AN",39900,1.0,0.5965,0.0175,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU2AU120,"[키즈] 파스텔 윈드브레이커, (AU",39900,1.0,0.9927,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU2AU130,"[키즈] 파스텔 윈드브레이커, (AU",39900,1.0,0.9945,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU2AU140,"[키즈] 파스텔 윈드브레이커, (AU",39900,1.0,1.0054,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU2AU150,"[키즈] 파스텔 윈드브레이커, (AU",39900,1.0,0.9461,0.0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU2AU160,"[키즈] 파스텔 윈드브레이커, (AU",39900,1.0,0.8182,0.0,0.3,0,0,0,0,0,5,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU319120,"[키즈] 집업 블루종, (19)Bla",69900,1.0,0.1579,0.0,0.3,0,0,7,2,0,19,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU319130,"[키즈] 집업 블루종, (19)Bla",69900,0.9282,0.2597,0.0,0.3,0,1,1,3,0,21,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU319160,"[키즈] 집업 블루종, (19)Bla",69900,0.9919,0.1992,0.0,0.3,0,1,11,1,0,30,0,0,0,0,0,1,0,,,
7824,7824,SPJJG23KU335120,"[키즈] 집업 블루종, (35)Bei",69900,0.9851,0.3383,0.0,0.3,0,5,3,3,0,24,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU335130,"[키즈] 집업 블루종, (35)Bei",69900,0.9713,0.3852,0.0,0.3,0,0,3,0,0,18,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU335140,"[키즈] 집업 블루종, (35)Bei",69900,0.9922,0.3342,0.0,0.3,0,10,6,3,0,35,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU335150,"[키즈] 집업 블루종, (35)Bei",69900,0.9887,0.2436,0.0,0.3,0,6,6,3,0,37,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23KU335160,"[키즈] 집업 블루종, (35)Bei",69900,0.9888,0.2331,0.0,0.3,0,9,4,3,0,31,0,0,0,0,0,1,0,,,
7824,7824,SPJJG23M0117095,"미니멀 집업 재킷, M, (17)Da",69900,1.0,0.6591,0.0076,0.3,0,15,0,1,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0117100,"미니멀 집업 재킷, L, (17)Da",69900,1.0,0.4403,0.0,0.3,0,14,0,7,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0117105,"미니멀 집업 재킷, XL, (17)D",69900,1.0079,0.4961,0.0157,0.3,0,3,0,0,0,1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0117110,"미니멀 집업 재킷, XXL, (17)",69900,1.0,0.5,0.0116,0.3,0,8,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0119095,"미니멀 집업 재킷, M, (19)Bl",69900,0.9966,0.8862,0.0,0.3,0,10,2,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0119100,"미니멀 집업 재킷, L, (19)Bl",69900,1.0,0.784,0.0,0.3,0,19,0,2,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0119105,"미니멀 집업 재킷, XL, (19)B",69900,0.9952,0.7301,0.0,0.3,0,13,2,5,0,1,0,1,0,0,0,0,0,,,
7824,7824,SPJJG23M0135095,"미니멀 집업 재킷, M, (35)Be",69900,1.0,0.7527,0.0,0.3,0,10,0,0,0,0,0,-1,0,0,0,0,0,,,
7824,7824,SPJJG23M0135100,"미니멀 집업 재킷, L, (35)Be",69900,0.9866,0.6321,0.0,0.3,0,22,0,2,0,0,0,-1,0,0,0,0,0,,,
7824,7824,SPJJG23M0135105,"미니멀 집업 재킷, XL, (35)B",69900,0.9928,0.5591,0.0036,0.3,0,23,1,3,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0135110,"미니멀 집업 재킷, XXL, (35)",69900,1.0,0.4664,0.0,0.3,0,10,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0203095,"헤링턴 집업 재킷, M, (03)Da",79900,0.9876,0.9503,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0203100,"헤링턴 집업 재킷, L, (03)Da",79900,0.9892,0.9351,0.0054,0.3,0,0,0,-2,0,3,0,0,0,0,0,-1,0,,,
7824,7824,SPJJG23M0203110,"헤링턴 집업 재킷, XXL, (03)",79900,0.9958,0.9325,0.0042,0.3,0,0,0,0,0,2,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0237095,"헤링턴 집업 재킷, M, (37)Da",79900,0.9927,0.7397,0.0122,0.3,0,14,0,0,0,0,0,-1,0,3,0,0,0,,,
7824,7824,SPJJG23M0237110,"헤링턴 집업 재킷, XXL, (37)",79900,1.0,0.6447,0.0033,0.3,0,6,1,0,0,3,0,0,0,2,0,0,0,,,
7824,7824,SPJJG23M0619095,"헌팅 재킷, M, (19)Black",79900,0.9944,0.883,0.0028,0.3,0,6,0,0,0,0,0,1,0,0,0,0,0,,,
7824,7824,SPJJG23M0619100,"헌팅 재킷, L, (19)Black",79900,0.9975,0.8972,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0619105,"헌팅 재킷, XL, (19)Black",79900,0.9972,0.9224,0.0055,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0619110,"헌팅 재킷, XXL, (19)Blac",79900,0.9947,0.9125,0.0027,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0635095,"헌팅 재킷, M, (35)Beige",79900,0.9865,0.5608,0.0,0.3,0,7,0,2,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0635100,"헌팅 재킷, L, (35)Beige",79900,1.0068,0.5646,0.0,0.3,0,5,0,8,0,1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0635105,"헌팅 재킷, XL, (35)Beige",79900,1.0,0.563,0.0,0.3,0,6,0,4,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0635110,"헌팅 재킷, XXL, (35)Beig",79900,1.0,0.5057,0.0,0.3,0,6,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0649095,"헌팅 재킷, M, (49)Khaki",79900,0.9945,0.8,0.0,0.3,0,14,0,3,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0649100,"헌팅 재킷, L, (49)Khaki",79900,0.9981,0.8872,0.0038,0.3,0,5,0,-1,0,0,0,1,0,0,0,0,0,,,
7824,7824,SPJJG23M0649105,"헌팅 재킷, XL, (49)Khaki",79900,1.0,0.908,0.0023,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0649110,"헌팅 재킷, XXL, (49)Khak",79900,0.9967,0.9142,0.0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0735100,"헌팅 집업, L, (35)Beige",79900,0.9853,0.6912,0.0,0.3,0,10,0,1,0,0,0,0,0,1,0,0,0,,,
7824,7824,SPJJG23M0735110,"헌팅 집업, XXL, (35)Beig",79900,1.0,0.8095,0.0,0.3,0,2,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0759095,"헌팅 집업, M, (59)Navy",79900,1.0,0.75,0.0,0.3,0,1,0,0,0,1,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0759100,"헌팅 집업, L, (59)Navy",79900,0.9483,0.8276,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M0759110,"헌팅 집업, XXL, (59)Navy",79900,1.0,0.8537,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M9119095,"(QR) 하프 헌팅 재킷, M, (1",89900,1.0,0.122,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M9119100,"(QR) 하프 헌팅 재킷, L, (1",89900,1.0,0.1842,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M9119105,"(QR) 하프 헌팅 재킷, XL, (",89900,1.0,0.4359,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M9149095,"(QR) 하프 헌팅 재킷, M, (4",89900,1.0,0.7576,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M9149100,"(QR) 하프 헌팅 재킷, L, (4",89900,1.0,0.7941,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M9149105,"(QR) 하프 헌팅 재킷, XL, (",89900,0.9412,0.7353,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
7824,7824,SPJJG23M9519999,"(QR) 오버핏 블루종 바람막이, F",69900,0.0,0.0,0.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
